,risk_index
2017-11-21,31.096773
2017-11-22,17.580822
2017-11-23,17.445324
2017-11-24,15.921335
2017-11-27,17.001936
2017-11-28,16.744976
2017-11-29,16.933367
2017-11-30,17.471058
2017-12-01,20.44542
2017-12-04,25.122616
2017-12-05,25.672905
2017-12-06,20.22676
2017-12-07,19.119423
2017-12-08,17.362734
2017-12-11,15.174389
2017-12-12,15.756201
2017-12-13,16.515581
2017-12-14,17.046684
2017-12-15,17.046684
2017-12-18,17.697374
2017-12-19,17.226824
2017-12-20,17.124287
2017-12-21,16.410044
2017-12-22,15.565881
2017-12-25,15.667914
2017-12-26,16.783072
2017-12-27,17.2559
2017-12-28,17.330296
2017-12-29,19.948275
2018-01-01,19.01613
2018-01-02,19.271706
2018-01-03,17.40121
2018-01-04,16.96487
2018-01-05,15.233362
2018-01-08,15.104686
2018-01-09,16.06776
2018-01-10,16.769495
2018-01-11,17.911469
2018-01-12,19.78742
2018-01-15,19.612679
2018-01-16,25.30902
2018-01-17,30.874994
2018-01-18,33.735386
2018-01-19,41.818695
2018-01-22,43.409935
2018-01-23,39.75715
2018-01-24,32.53665
2018-01-25,30.078775
2018-01-26,28.975452
2018-01-29,38.28446
2018-01-30,42.82015
2018-01-31,44.778175
2018-02-01,42.148003
2018-02-02,58.364662
2018-02-05,100.0
2018-02-06,85.18861
2018-02-07,100.0
2018-02-08,100.0
2018-02-09,100.0
2018-02-12,70.96958
2018-02-13,51.705185
2018-02-14,34.79908
2018-02-15,28.253086
2018-02-16,29.883556
2018-02-19,30.94329
2018-02-20,39.74442
2018-02-21,37.06304
2018-02-22,38.132664
2018-02-23,35.87852
2018-02-26,34.883965
2018-02-27,35.684242
2018-02-28,38.242584
2018-03-01,45.158348
2018-03-02,43.59607
2018-03-05,19.682129
2018-03-06,19.030853
2018-03-07,20.801535
2018-03-08,17.798994
2018-03-09,16.82263
2018-03-12,15.48066
2018-03-13,17.26797
2018-03-14,15.517398
2018-03-15,16.809443
2018-03-16,17.088396
2018-03-19,17.28663
2018-03-20,18.396866
2018-03-21,15.44258
2018-03-22,26.062258
2018-03-23,44.46164
2018-03-26,42.99038
2018-03-27,46.292896
2018-03-28,48.764664
2018-03-29,46.878506
2018-03-30,43.54322
2018-04-02,46.125683
2018-04-03,45.340187
2018-04-04,39.71123
2018-04-05,33.653862
2018-04-06,37.47457
2018-04-09,27.90864
2018-04-10,26.285976
2018-04-11,22.293144
2018-04-12,21.885643
2018-04-13,20.8198
2018-04-16,20.463074
2018-04-17,20.036995
2018-04-18,19.599894
2018-04-19,18.802177
2018-04-20,20.268686
2018-04-23,20.387764
2018-04-24,19.572166
2018-04-25,21.14864
2018-04-26,23.562393
2018-04-27,20.046387
2018-04-30,19.965477
2018-05-01,18.194016
2018-05-02,18.662697
2018-05-03,17.935183
2018-05-04,18.952597
2018-05-07,17.970472
2018-05-08,18.497179
2018-05-09,17.657742
2018-05-10,16.398281
2018-05-11,16.46748
2018-05-14,16.320194
2018-05-15,23.15289
2018-05-16,17.38328
2018-05-17,18.22001
2018-05-18,18.37935
2018-05-21,17.339136
2018-05-22,16.532759
2018-05-23,15.577644
2018-05-24,15.378823
2018-05-25,15.873857
2018-05-28,15.390034
2018-05-29,16.138792
2018-05-30,20.177238
2018-05-31,24.874517
2018-06-01,34.46691
2018-06-04,34.082054
2018-06-05,18.671778
2018-06-06,15.234542
2018-06-07,15.112124
2018-06-08,15.299379
2018-06-11,16.70723
2018-06-12,17.046684
2018-06-13,17.046684
2018-06-14,17.90667
2018-06-15,18.25127
2018-06-18,18.12881
2018-06-19,17.099586
2018-06-20,17.927917
2018-06-21,22.698812
2018-06-22,17.973091
2018-06-25,33.35809
2018-06-26,46.270935
2018-06-27,59.11747
2018-06-28,52.930607
2018-06-29,63.09931
2018-07-02,62.686287
2018-07-03,45.271076
2018-07-04,43.658127
2018-07-05,40.143677
2018-07-06,33.227592
2018-07-09,24.708607
2018-07-10,20.290834
2018-07-11,20.227955
2018-07-12,19.97225
2018-07-13,21.103474
2018-07-16,21.302109
2018-07-17,21.020931
2018-07-18,18.923214
2018-07-19,18.914486
2018-07-20,19.152216
2018-07-23,18.68166
2018-07-24,19.00231
2018-07-25,18.948246
2018-07-26,20.53294
2018-07-27,15.678893
2018-07-30,15.504845
2018-07-31,18.855083
2018-08-01,21.224157
2018-08-02,21.715155
2018-08-03,17.901981
2018-08-06,15.370314
2018-08-07,15.112124
2018-08-08,15.299379
2018-08-09,16.507233
2018-08-10,22.366253
2018-08-13,18.214317
2018-08-14,24.394705
2018-08-15,44.253952
2018-08-16,44.489292
2018-08-17,41.48653
2018-08-20,36.50173
2018-08-21,21.276846
2018-08-22,18.348724
2018-08-23,18.183477
2018-08-24,16.460392
2018-08-27,19.340822
2018-08-28,17.264702
2018-08-29,17.290405
2018-08-30,19.539368
2018-08-31,19.974482
2018-09-03,19.468899
2018-09-04,19.751732
2018-09-05,19.71232
2018-09-06,22.396954
2018-09-07,31.90623
2018-09-10,34.50993
2018-09-11,32.430225
2018-09-12,31.339073
2018-09-13,19.516039
2018-09-14,17.625208
2018-09-17,17.481436
2018-09-18,17.047369
2018-09-19,17.136408
2018-09-20,17.136408
2018-09-21,17.14852
2018-09-24,17.233742
2018-09-25,17.233742
2018-09-26,17.327417
2018-09-27,19.00231
2018-09-28,19.00231
2018-10-01,18.287102
2018-10-02,16.82185
2018-10-03,16.410044
2018-10-04,15.6794815
2018-10-05,19.92986
2018-10-08,21.1041
2018-10-09,41.335712
2018-10-10,62.220196
2018-10-11,71.930626
2018-10-12,70.756996
2018-10-15,57.681355
2018-10-16,45.67418
2018-10-17,39.175037
2018-10-18,35.4552
2018-10-19,27.194921
2018-10-22,24.515373
2018-10-23,27.698975
2018-10-24,45.79164
2018-10-25,50.5371
2018-10-26,56.973846
2018-10-29,69.19006
2018-10-30,61.220238
2018-10-31,49.05404
2018-11-01,38.83188
2018-11-02,24.800331
2018-11-05,23.213594
2018-11-06,20.680244
2018-11-07,20.633228
2018-11-08,20.687145
2018-11-09,21.71282
2018-11-12,24.355305
2018-11-13,20.80727
2018-11-14,22.443264
2018-11-15,19.8055
2018-11-16,19.237457
2018-11-19,18.019524
2018-11-20,20.657192
2018-11-21,18.818724
2018-11-22,18.025534
2018-11-23,17.872658
2018-11-26,19.767237
2018-11-27,19.748888
2018-11-28,17.571365
2018-11-29,17.13219
2018-11-30,15.099801
2018-12-03,14.597302
2018-12-04,16.533398
2018-12-05,17.216839
2018-12-06,18.081625
2018-12-07,20.2232
2018-12-10,27.447031
2018-12-11,39.139095
2018-12-12,36.16332
2018-12-13,31.376724
2018-12-14,32.690014
2018-12-17,30.397999
2018-12-18,32.56216
2018-12-19,38.99898
2018-12-20,40.706642
2018-12-21,61.64917
2018-12-24,82.640526
2018-12-25,80.67158
2018-12-26,76.61582
2018-12-27,70.10433
2018-12-28,61.6205
2018-12-31,49.456657
2019-01-01,47.89841
2019-01-02,37.900112
2019-01-03,31.006872
2019-01-04,19.228382
2019-01-07,19.301586
2019-01-08,20.291801
2019-01-09,20.284657
2019-01-10,20.284657
2019-01-11,24.023123
2019-01-14,22.350504
2019-01-15,21.201286
2019-01-16,18.89051
2019-01-17,18.89051
2019-01-18,18.89051
2019-01-21,18.603357
2019-01-22,18.68166
2019-01-23,18.797289
2019-01-24,20.082893
2019-01-25,17.274954
2019-01-28,17.54723
2019-01-29,20.343937
2019-01-30,18.820955
2019-01-31,17.218723
2019-02-01,16.63567
2019-02-04,15.367002
2019-02-05,15.166043
2019-02-06,15.353298
2019-02-07,16.619545
2019-02-08,16.91221
2019-02-11,17.285608
2019-02-12,17.124989
2019-02-13,17.124989
2019-02-14,17.34791
2019-02-15,16.042387
2019-02-18,15.378823
2019-02-19,15.378823
2019-02-20,15.609251
2019-02-21,15.673753
2019-02-22,16.063353
2019-02-25,16.881437
2019-02-26,16.920216
2019-02-27,16.920216
2019-02-28,16.920216
2019-03-01,16.706642
2019-03-04,15.777259
2019-03-05,15.486498
2019-03-06,15.418922
2019-03-07,17.674295
2019-03-08,19.944437
2019-03-11,19.588543
2019-03-12,18.90003
2019-03-13,17.40121
2019-03-14,15.112124
2019-03-15,15.112124
2019-03-18,15.299379
2019-03-19,16.944147
2019-03-20,17.14852
2019-03-21,17.14852
2019-03-22,17.425642
2019-03-25,24.981726
2019-03-26,26.309149
2019-03-27,23.95837
2019-03-28,32.923233
2019-03-29,18.94538
2019-04-01,16.937193
2019-04-02,15.112124
2019-04-03,15.299379
2019-04-04,16.65331
2019-04-05,17.154364
2019-04-08,16.974476
2019-04-09,17.124989
2019-04-10,17.124989
2019-04-11,17.021843
2019-04-12,16.907074
2019-04-15,16.697891
2019-04-16,16.856237
2019-04-17,17.015955
2019-04-18,17.015955
2019-04-19,17.14852
2019-04-22,17.14852
2019-04-23,17.226824
2019-04-24,17.339136
2019-04-25,17.18385
2019-04-26,16.576433
2019-04-29,17.644823
2019-04-30,17.715626
2019-05-01,19.832129
2019-05-02,21.564411
2019-05-03,22.14655
2019-05-06,30.236176
2019-05-07,45.537193
2019-05-08,49.941906
2019-05-09,65.43479
2019-05-10,72.61392
2019-05-13,84.64015
2019-05-14,66.16967
2019-05-15,49.845394
2019-05-16,40.31169
2019-05-17,43.923336
2019-05-20,38.01619
2019-05-21,21.81861
2019-05-22,19.182846
2019-05-23,21.248936
2019-05-24,20.801418
2019-05-27,20.87418
2019-05-28,20.820263
2019-05-29,23.117725
2019-05-30,26.769121
2019-05-31,25.006687
2019-06-03,23.007013
2019-06-04,20.396915
2019-06-05,19.504263
2019-06-06,19.115536
2019-06-07,17.555328
2019-06-10,15.531799
2019-06-11,16.685736
2019-06-12,16.957941
2019-06-13,17.216839
2019-06-14,17.216839
2019-06-17,17.867529
2019-06-18,17.318676
2019-06-19,17.403898
2019-06-20,16.998924
2019-06-21,16.998924
2019-06-24,17.497574
2019-06-25,18.242098
2019-06-26,17.212605
2019-06-27,20.42617
2019-06-28,18.89028
2019-07-01,17.742184
2019-07-02,15.432579
2019-07-03,15.631165
2019-07-04,15.631165
2019-07-05,15.764664
2019-07-08,17.154364
2019-07-09,17.046684
2019-07-10,17.046684
2019-07-11,17.226824
2019-07-12,17.226824
2019-07-15,16.82185
2019-07-16,16.634594
2019-07-17,15.84277
2019-07-18,16.218739
2019-07-19,17.070126
2019-07-22,16.992603
2019-07-23,18.727325
2019-07-24,15.5432
2019-07-25,15.4242325
2019-07-26,15.190429
2019-07-29,15.166043
2019-07-30,15.4316025
2019-07-31,22.654133
2019-08-01,39.644005
2019-08-02,52.678352
2019-08-05,90.51144
2019-08-06,93.19469
2019-08-07,89.575134
2019-08-08,63.219868
2019-08-09,60.019447
2019-08-12,50.102165
2019-08-13,36.08887
2019-08-14,49.99768
2019-08-15,51.678043
2019-08-16,45.344944
2019-08-19,47.051388
2019-08-20,44.42337
2019-08-21,31.084082
2019-08-22,23.01759
2019-08-23,22.791004
2019-08-26,21.991064
2019-08-27,22.501541
2019-08-28,26.503656
2019-08-29,29.730503
2019-08-30,26.45528
2019-09-02,24.783684
2019-09-03,24.655249
2019-09-04,22.946014
2019-09-05,18.698868
2019-09-06,17.479767
2019-09-09,18.323069
2019-09-10,18.854172
2019-09-11,18.664606
2019-09-12,18.94534
2019-09-13,18.84277
2019-09-16,20.175709
2019-09-17,20.175709
2019-09-18,20.254017
2019-09-19,20.254017
2019-09-20,20.011917
2019-09-23,18.343987
2019-09-24,19.654095
2019-09-25,20.372675
2019-09-26,25.985125
2019-09-27,26.917707
2019-09-30,37.04315
2019-10-01,39.953495
2019-10-02,46.998
2019-10-03,44.78759
2019-10-04,43.30149
2019-10-07,43.49342
2019-10-08,44.4784
2019-10-09,40.978653
2019-10-10,38.91072
2019-10-11,33.75085
2019-10-14,35.88567
2019-10-15,20.464743
2019-10-16,20.48147
2019-10-17,20.374601
2019-10-18,21.254808
2019-10-21,21.291409
2019-10-22,19.465633
2019-10-23,18.773512
2019-10-24,19.322372
2019-10-25,18.851816
2019-10-28,18.562025
2019-10-29,17.601221
2019-10-30,17.535212
2019-10-31,17.892164
2019-11-01,17.680023
2019-11-04,17.572514
2019-11-05,17.442877
2019-11-06,16.49073
2019-11-07,16.162037
2019-11-08,15.889624
2019-11-11,15.612735
2019-11-12,15.414501
2019-11-13,15.537156
2019-11-14,15.594388
2019-11-15,15.414501
2019-11-18,15.232023
2019-11-19,17.201155
2019-11-20,17.383638
2019-11-21,17.383638
2019-11-22,17.571365
2019-11-25,18.435455
2019-11-26,14.873114
2019-11-27,15.1714325
2019-11-28,15.814486
2019-11-29,16.679333
2019-12-02,25.3771
2019-12-03,30.479069
2019-12-04,46.78414
2019-12-05,42.895733
2019-12-06,41.998943
2019-12-09,42.23881
2019-12-10,39.296978
2019-12-11,37.952995
2019-12-12,32.084206
2019-12-13,30.727287
2019-12-16,22.23566
2019-12-17,18.67626
2019-12-18,18.95882
2019-12-19,18.857738
2019-12-20,19.090557
2019-12-23,20.768753
2019-12-24,19.237808
2019-12-25,19.643019
2019-12-26,19.172466
2019-12-27,19.172466
2019-12-30,18.920166
2019-12-31,19.125214
2020-01-01,18.474253
2020-01-02,17.664135
2020-01-03,20.95476
2020-01-06,19.285852
2020-01-07,17.489529
2020-01-08,17.489529
2020-01-09,18.701797
2020-01-10,17.40121
2020-01-13,17.348564
2020-01-14,15.756154
2020-01-15,16.633202
2020-01-16,16.910538
2020-01-17,16.944147
2020-01-20,17.046684
2020-01-21,17.14852
2020-01-22,17.226824
2020-01-23,17.226824
2020-01-24,18.8784
2020-01-27,35.289608
2020-01-28,41.785484
2020-01-29,44.122917
2020-01-30,49.274563
2020-01-31,54.408627
2020-02-03,53.107964
2020-02-04,45.01636
2020-02-05,43.59245
2020-02-06,40.89562
2020-02-07,34.591644
2020-02-10,24.260921
2020-02-11,25.035038
2020-02-12,21.300507
2020-02-13,19.178516
2020-02-14,19.393364
2020-02-17,20.989954
2020-02-18,20.87418
2020-02-19,20.59906
2020-02-20,19.379246
2020-02-21,19.188383
2020-02-24,42.755486
2020-02-25,54.664093
2020-02-26,72.14343
2020-02-27,96.44435
2020-02-28,100.0
2020-03-02,78.29799
2020-03-03,100.0
2020-03-04,59.07717
2020-03-05,0.0
2020-03-06,0.0
2020-03-09,37.123486
2020-03-10,0.0
2020-03-11,87.49945
2020-03-12,100.0
2020-03-13,24.301285
2020-03-16,100.0
2020-03-17,100.0
2020-03-18,100.0
2020-03-19,100.0
2020-03-20,100.0
2020-03-23,100.0
2020-03-24,100.0
2020-03-25,100.0
2020-03-26,100.0
2020-03-27,100.0
2020-03-30,100.0
2020-03-31,100.0
2020-04-01,100.0
2020-04-02,100.0
2020-04-03,100.0
2020-04-06,61.877907
2020-04-07,88.47781
2020-04-08,63.01165
2020-04-09,46.763416
2020-04-10,50.20933
2020-04-13,51.588932
2020-04-14,43.296036
2020-04-15,63.392723
2020-04-16,57.507725
2020-04-17,62.79793
2020-04-20,100.0
2020-04-21,100.0
2020-04-22,100.0
2020-04-23,100.0
2020-04-24,100.0
2020-04-27,55.65116
2020-04-28,47.756363
2020-04-29,45.4429
2020-04-30,39.37378
2020-05-01,72.82652
2020-05-04,56.431213
2020-05-05,53.278862
2020-05-06,80.333015
2020-05-07,65.58351
2020-05-08,51.270756
2020-05-11,50.27594
2020-05-12,51.56642
2020-05-13,55.0246
2020-05-14,53.220055
2020-05-15,53.229786
2020-05-18,61.1733
2020-05-19,59.83928
2020-05-20,44.33615
2020-05-21,40.407787
2020-05-22,39.46344
2020-05-25,39.49003
2020-05-26,39.990776
2020-05-27,39.805115
2020-05-28,37.508656
2020-05-29,37.358913
2020-06-01,35.76583
2020-06-02,34.9083
2020-06-03,34.2118
2020-06-04,31.82334
2020-06-05,30.173761
2020-06-08,29.927092
2020-06-09,28.417435
2020-06-10,25.697533
2020-06-11,61.017372
2020-06-12,63.85158
2020-06-15,58.492626
2020-06-16,54.68935
2020-06-17,61.994667
2020-06-18,57.08326
2020-06-19,53.812565
2020-06-22,44.171677
2020-06-23,48.800385
2020-06-24,55.418545
2020-06-25,60.735878
2020-06-26,63.52452
2020-06-29,54.35825
2020-06-30,46.643333
2020-07-01,40.316895
2020-07-02,34.059925
2020-07-03,36.814915
2020-07-06,35.004807
2020-07-07,34.834732
2020-07-08,34.76876
2020-07-09,35.96883
2020-07-10,38.084
