,risk_index
2020-07-13,38.74013
2020-07-14,38.05432
2020-07-15,43.577866
2020-07-16,42.097794
2020-07-17,34.531826
2020-07-20,34.64427
2020-07-21,29.638313
2020-07-22,29.300459
2020-07-23,27.672363
2020-07-24,23.419079
2020-07-27,20.174786
2020-07-28,18.88947
2020-07-29,18.50745
2020-07-30,18.037256
2020-07-31,16.87955
2020-08-03,16.87955
2020-08-04,16.979385
2020-08-05,17.188894
2020-08-06,17.239433
2020-08-07,18.011686
2020-08-10,18.3769
2020-08-11,19.87345
2020-08-12,18.385336
2020-08-13,18.512444
2020-08-14,18.60833
2020-08-17,18.163094
2020-08-18,17.324585
2020-08-19,17.079754
2020-08-20,17.267008
2020-08-21,18.8267
2020-08-24,17.066238
2020-08-25,17.313347
2020-08-26,18.494493
2020-08-27,18.190334
2020-08-28,16.608383
2020-08-31,20.341833
2020-09-01,29.974762
2020-09-02,33.911774
2020-09-03,48.478844
2020-09-04,53.917717
2020-09-07,57.62266
2020-09-08,64.46725
2020-09-09,57.18051
2020-09-10,55.849014
2020-09-11,40.100113
2020-09-14,39.54064
2020-09-15,32.63061
2020-09-16,25.174406
2020-09-17,21.49786
2020-09-18,19.40923
2020-09-21,25.693323
2020-09-22,23.069954
2020-09-23,25.67415
2020-09-24,26.998384
2020-09-25,22.0473
2020-09-28,16.08133
2020-09-29,18.399706
2020-09-30,22.135136
2020-10-01,24.33744
2020-10-02,22.736237
2020-10-05,24.40149
2020-10-06,30.068714
2020-10-07,28.472183
2020-10-08,21.259445
2020-10-09,19.115536
2020-10-12,18.682306
2020-10-13,14.970591
2020-10-14,14.935917
2020-10-15,16.031101
2020-10-16,17.951887
2020-10-19,21.34793
2020-10-20,24.60766
2020-10-21,27.18758
2020-10-22,25.858753
2020-10-23,22.1043
2020-10-26,30.37882
2020-10-27,29.919737
2020-10-28,75.662186
2020-10-29,61.084175
2020-10-30,89.23601
2020-11-02,97.09923
2020-11-03,86.69278
2020-11-04,45.562912
2020-11-05,39.769176
2020-11-06,22.173378
2020-11-09,18.390978
2020-11-10,19.222996
2020-11-11,19.08112
2020-11-12,20.604519
2020-11-13,20.156933
2020-11-16,20.277948
2020-11-17,21.93106
2020-11-18,40.80696
2020-11-19,22.26727
2020-11-20,18.968815
2020-11-23,18.968815
2020-11-24,18.47668
2020-11-25,18.4118
2020-11-26,17.398478
2020-11-27,15.83775
2020-11-30,16.037952
2020-12-01,15.663704
2020-12-02,15.504845
2020-12-03,15.74512
2020-12-04,15.565234
2020-12-07,15.308275
2020-12-08,15.308275
2020-12-09,15.308275
2020-12-10,15.565234
2020-12-11,19.42951
2020-12-14,20.525167
2020-12-15,23.579494
2020-12-16,23.269758
2020-12-17,21.352665
2020-12-18,19.516275
2020-12-21,19.213732
2020-12-22,20.851889
2020-12-23,21.039145
2020-12-24,22.6733
2020-12-25,22.658655
2020-12-28,22.065155
2020-12-29,21.081871
2020-12-30,18.816156
2020-12-31,18.96135
2021-01-01,19.377699
2021-01-04,26.484947
2021-01-05,29.688595
2021-01-06,38.855682
2021-01-07,26.77599
2021-01-08,19.579735
2021-01-11,18.031641
2021-01-12,17.303154
2021-01-13,15.433856
2021-01-14,18.871176
2021-01-15,19.655201
2021-01-18,20.257977
2021-01-19,21.187878
2021-01-20,19.23801
2021-01-21,16.666096
2021-01-22,16.502373
2021-01-25,15.8785925
2021-01-26,16.743546
2021-01-27,100.0
2021-01-28,78.71363
2021-01-29,73.85233
2021-02-01,92.66358
2021-02-02,80.03821
2021-02-03,44.27307
2021-02-04,37.45831
2021-02-05,18.308355
2021-02-08,17.252117
2021-02-09,18.686125
2021-02-10,18.7415
2021-02-11,18.826725
2021-02-12,19.002007
2021-02-15,19.599894
2021-02-16,19.29586
2021-02-17,18.68166
2021-02-18,18.68166
2021-02-19,18.580318
2021-02-22,18.52546
2021-02-23,18.221676
2021-02-24,16.224178
2021-02-25,25.95619
2021-02-26,45.30125
2021-03-01,34.913868
2021-03-02,46.772064
2021-03-03,55.5549
2021-03-04,52.017113
2021-03-05,58.67608
2021-03-08,64.79509
2021-03-09,49.79946
2021-03-10,38.659523
2021-03-11,20.746616
2021-03-12,20.106716
2021-03-15,20.314531
2021-03-16,19.878574
2021-03-17,19.55241
2021-03-18,20.875355
2021-03-19,21.71839
2021-03-22,19.346346
2021-03-23,19.32843
2021-03-24,18.832619
2021-03-25,18.944927
2021-03-26,18.562754
2021-03-29,17.719362
2021-03-30,16.674183
2021-03-31,15.48066
2021-04-01,15.306611
2021-04-02,15.306611
2021-04-05,15.244347
2021-04-06,15.244347
2021-04-07,15.4316025
2021-04-08,16.282682
2021-04-09,16.841911
2021-04-12,16.914118
2021-04-13,16.931873
2021-04-14,16.992422
2021-04-15,17.192421
2021-04-16,17.184221
2021-04-19,16.992422
2021-04-20,16.886839
2021-04-21,16.979269
2021-04-22,20.440893
2021-04-23,19.30326
2021-04-26,17.83828
2021-04-27,17.901981
2021-04-28,18.27133
2021-04-29,17.40121
2021-04-30,18.824451
2021-05-03,18.701797
2021-05-04,20.389822
2021-05-05,32.252285
2021-05-06,32.933548
2021-05-07,19.336151
2021-05-10,21.010399
2021-05-11,29.949749
2021-05-12,50.707706
2021-05-13,41.28021
2021-05-14,46.903492
2021-05-17,41.67912
2021-05-18,41.910385
2021-05-19,32.4059
2021-05-20,23.910229
2021-05-21,24.100267
2021-05-24,26.782541
2021-05-25,22.569761
2021-05-26,18.687582
2021-05-27,18.687582
2021-05-28,18.866482
2021-05-31,20.072178
2021-06-01,19.295479
2021-06-02,18.603357
2021-06-03,18.802177
2021-06-04,19.321909
2021-06-07,18.851353
2021-06-08,22.459843
2021-06-09,18.750011
2021-06-10,18.750011
2021-06-11,18.394144
2021-06-14,16.095972
2021-06-15,17.651628
2021-06-16,15.579025
2021-06-17,19.609074
2021-06-18,27.611486
2021-06-21,29.72369
2021-06-22,25.84282
2021-06-23,19.797146
2021-06-24,19.42128
2021-06-25,16.712729
2021-06-28,16.223948
2021-06-29,16.515179
2021-06-30,17.751549
2021-07-01,17.881607
2021-07-02,17.71746
2021-07-05,17.301203
2021-07-06,17.510864
2021-07-07,17.20074
2021-07-08,18.65865
2021-07-09,18.84989
2021-07-12,18.737879
2021-07-13,18.089869
2021-07-14,17.661707
2021-07-15,17.159565
2021-07-16,18.78197
2021-07-19,39.015495
2021-07-20,43.934402
2021-07-21,43.504845
2021-07-22,46.515354
2021-07-23,41.424156
2021-07-26,21.74514
2021-07-27,19.536991
2021-07-28,20.990356
2021-07-29,26.216259
2021-07-30,27.426567
2021-08-02,27.739868
2021-08-03,26.161547
2021-08-04,21.97237
2021-08-05,21.4558
2021-08-06,20.011219
2021-08-09,18.037048
2021-08-10,17.781094
2021-08-11,19.91894
2021-08-12,17.233742
2021-08-13,19.193037
2021-08-16,18.087313
2021-08-17,19.36516
2021-08-18,25.393095
2021-08-19,37.778595
2021-08-20,41.698906
2021-08-23,38.02586
2021-08-24,37.036663
2021-08-25,21.736925
2021-08-26,17.445324
2021-08-27,15.428056
2021-08-30,15.299379
2021-08-31,16.858294
2021-09-01,16.91221
2021-09-02,16.91221
2021-09-03,17.046684
2021-09-06,17.131907
2021-09-07,17.604538
2021-09-08,18.711239
2021-09-09,21.183989
2021-09-10,24.37373
2021-09-13,34.20443
2021-09-14,30.644646
2021-09-15,30.182114
2021-09-16,31.30437
2021-09-17,32.593357
2021-09-20,59.50628
2021-09-21,51.594257
2021-09-22,47.633648
2021-09-23,39.537437
2021-09-24,38.302635
2021-09-27,31.688534
2021-09-28,20.858477
2021-09-29,22.75752
2021-09-30,42.93908
2021-10-01,42.539467
2021-10-04,53.15496
2021-10-05,41.516872
2021-10-06,30.624868
2021-10-07,19.63135
2021-10-08,19.176872
2021-10-11,20.683338
2021-10-12,19.764084
2021-10-13,18.834831
2021-10-14,17.238243
2021-10-15,17.327417
2021-10-18,17.440107
2021-10-19,18.773048
2021-10-20,18.603357
2021-10-21,18.603357
2021-10-22,18.603357
2021-10-25,18.773048
2021-10-26,18.773048
2021-10-27,18.851353
2021-10-28,19.200548
2021-10-29,21.583393
2021-11-01,17.501196
2021-11-02,19.049337
2021-11-03,17.988995
2021-11-04,15.6775465
2021-11-05,16.88852
2021-11-08,16.86587
2021-11-09,19.026344
2021-11-10,31.246843
2021-11-11,35.865784
2021-11-12,33.667675
2021-11-15,32.986877
2021-11-16,21.368858
2021-11-17,18.85822
2021-11-18,17.435219
2021-11-19,19.262377
2021-11-22,27.490574
2021-11-23,41.683815
2021-11-24,42.419945
2021-11-25,40.681767
2021-11-26,78.81226
2021-11-29,65.14664
2021-11-30,100.0
2021-12-01,100.0
2021-12-02,100.0
2021-12-03,100.0
2021-12-06,100.0
2021-12-07,65.69373
2021-12-08,39.797188
2021-12-09,31.465324
2021-12-10,20.849611
2021-12-13,19.156176
2021-12-14,19.301586
2021-12-15,20.605242
2021-12-16,22.828226
2021-12-17,46.74926
2021-12-20,49.371727
2021-12-21,46.462723
2021-12-22,42.406433
2021-12-23,18.886671
2021-12-24,18.521215
2021-12-27,18.521215
2021-12-28,18.690907
2021-12-29,18.67617
2021-12-30,17.76099
2021-12-31,17.854666
2022-01-03,18.337318
2022-01-04,17.839294
2022-01-05,19.515564
2022-01-06,18.272892
2022-01-07,17.677458
2022-01-10,24.931255
2022-01-11,22.144793
2022-01-12,19.791073
2022-01-13,19.643799
2022-01-14,18.880856
2022-01-17,17.523865
2022-01-18,22.360933
2022-01-19,38.276134
2022-01-20,42.653976
2022-01-21,65.15196
2022-01-24,93.99723
2022-01-25,100.0
2022-01-26,100.0
2022-01-27,100.0
2022-01-28,97.04547
2022-01-31,69.91846
2022-02-01,37.102314
2022-02-02,26.558392
2022-02-03,21.660395
2022-02-04,19.140064
2022-02-07,19.301586
2022-02-08,20.492933
2022-02-09,20.435616
2022-02-10,38.11489
2022-02-11,48.741035
2022-02-14,49.01478
2022-02-15,19.263418
2022-02-16,21.593477
2022-02-17,24.42396
2022-02-18,22.536613
2022-02-21,19.75739
2022-02-22,20.977098
2022-02-23,34.52665
2022-02-24,59.809208
2022-02-25,41.766926
2022-02-28,44.070267
2022-03-01,57.419548
2022-03-02,49.72111
2022-03-03,46.57631
2022-03-04,57.76922
2022-03-07,72.7003
2022-03-08,73.26419
2022-03-09,67.84362
2022-03-10,68.72055
2022-03-11,100.0
2022-03-14,78.96471
2022-03-15,45.827316
2022-03-16,26.068087
2022-03-17,25.338652
2022-03-18,24.87104
2022-03-21,24.652002
2022-03-22,21.0991
2022-03-23,20.473356
2022-03-24,19.243114
2022-03-25,18.835968
2022-03-28,18.773512
2022-03-29,18.773512
2022-03-30,18.773512
2022-03-31,18.773512
2022-04-01,18.773512
2022-04-04,18.863827
2022-04-05,18.688902
2022-04-06,20.847862
2022-04-07,18.864798
2022-04-08,26.115168
2022-04-11,49.57006
2022-04-12,47.37375
2022-04-13,36.877777
2022-04-14,45.641045
2022-04-15,40.533985
2022-04-18,38.760838
2022-04-19,24.265274
2022-04-20,19.240248
2022-04-21,14.3431
2022-04-22,39.384
2022-04-25,41.11147
2022-04-26,100.0
2022-04-27,100.0
2022-04-28,100.0
2022-04-29,100.0
2022-05-02,100.0
2022-05-03,100.0
2022-05-04,47.23568
2022-05-05,62.25535
2022-05-06,59.091793
2022-05-09,100.0
2022-05-10,100.0
2022-05-11,100.0
2022-05-12,100.0
2022-05-13,84.42023
2022-05-16,58.37963
2022-05-17,38.42489
2022-05-18,36.812893
2022-05-19,37.078346
2022-05-20,37.15519
2022-05-23,37.454365
2022-05-24,36.889065
2022-05-25,37.985718
2022-05-26,37.17445
2022-05-27,34.77123
2022-05-30,33.882034
2022-05-31,31.50005
2022-06-01,30.879417
2022-06-02,20.535843
2022-06-03,19.857733
2022-06-06,19.083492
2022-06-07,19.083492
2022-06-08,19.161795
2022-06-09,21.094593
2022-06-10,23.00151
2022-06-13,82.06992
2022-06-14,63.77973
2022-06-15,52.73996
2022-06-16,92.875305
2022-06-17,100.0
2022-06-20,100.0
2022-06-21,86.99315
2022-06-22,81.282074
2022-06-23,66.82294
2022-06-24,40.447773
2022-06-27,38.762432
2022-06-28,39.840347
2022-06-29,38.90274
2022-06-30,38.132168
2022-07-01,40.003147
2022-07-04,40.193413
2022-07-05,53.920586
2022-07-06,53.49534
2022-07-07,51.576797
2022-07-08,51.68781
2022-07-11,62.676235
2022-07-12,56.48849
2022-07-13,53.217033
2022-07-14,65.589775
2022-07-15,53.87702
2022-07-18,52.071682
2022-07-19,44.794518
2022-07-20,50.64619
2022-07-21,52.0751
2022-07-22,51.287537
2022-07-25,51.41008
2022-07-26,51.975563
2022-07-27,50.96762
2022-07-28,41.708847
2022-07-29,39.57089
2022-08-01,37.86617
2022-08-02,37.3048
2022-08-03,40.989433
2022-08-04,38.904873
2022-08-05,39.446674
2022-08-08,39.115837
2022-08-09,39.535755
2022-08-10,37.67968
2022-08-11,37.26048
2022-08-12,37.76344
2022-08-15,38.22248
2022-08-16,38.54223
2022-08-17,38.013824
2022-08-18,38.203392
2022-08-19,46.33811
2022-08-22,53.715816
2022-08-23,62.597218
2022-08-24,67.718414
2022-08-25,62.576355
2022-08-26,66.91814
2022-08-29,73.671486
2022-08-30,74.36457
2022-08-31,71.47483
2022-09-01,77.88627
2022-09-02,62.843376
2022-09-05,58.50863
2022-09-06,66.35549
2022-09-07,57.103973
2022-09-08,53.170868
2022-09-09,47.150154
2022-09-12,38.57302
2022-09-13,46.3183
2022-09-14,37.031418
2022-09-15,45.547638
2022-09-16,41.85984
2022-09-19,48.586884
2022-09-20,42.955055
2022-09-21,46.77639
2022-09-22,39.180664
2022-09-23,62.49552
2022-09-26,79.15061
2022-09-27,89.2311
2022-09-28,73.26057
2022-09-29,86.52661
2022-09-30,75.510376
2022-10-03,69.42873
2022-10-04,54.87633
2022-10-05,52.93193
2022-10-06,47.99022
2022-10-07,38.279922
2022-10-10,41.178314
2022-10-11,59.33702
2022-10-12,61.66115
2022-10-13,61.427616
2022-10-14,63.140434
2022-10-17,59.646458
2022-10-18,44.776493
2022-10-19,44.491543
2022-10-20,41.861557
2022-10-21,40.550034
2022-10-24,43.278526
2022-10-25,43.391685
2022-10-26,42.71526
2022-10-27,43.550854
2022-10-28,41.397163
2022-10-31,40.86293
2022-11-01,40.905453
2022-11-02,42.041504
2022-11-03,47.6647
2022-11-04,44.491745
2022-11-07,43.830647
2022-11-08,44.37334
2022-11-09,42.684994
2022-11-10,38.504738
2022-11-11,35.482357
2022-11-14,34.358456
2022-11-15,35.644806
2022-11-16,62.51204
2022-11-17,65.157555
2022-11-18,68.94773
2022-11-21,64.52765
2022-11-22,44.93607
2022-11-23,39.229572
2022-11-24,38.864212
2022-11-25,44.97669
2022-11-28,50.847187
2022-11-29,52.46176
2022-11-30,52.77267
2022-12-01,40.718784
2022-12-02,38.79832
2022-12-05,43.0465
2022-12-06,45.65979
2022-12-07,50.770844
2022-12-08,50.006123
2022-12-09,59.923958
2022-12-12,80.28984
2022-12-13,69.90661
2022-12-14,61.899647
2022-12-15,80.124084
2022-12-16,61.6243
2022-12-19,52.635235
2022-12-20,47.09514
2022-12-21,44.00026
2022-12-22,44.433174
2022-12-23,40.476906
2022-12-26,39.378906
2022-12-27,39.10453
2022-12-28,38.273006
2022-12-29,39.953297
2022-12-30,38.35131
2023-01-02,38.35131
2023-01-03,41.631523
2023-01-04,41.460896
2023-01-05,42.46553
2023-01-06,41.92945
2023-01-09,40.163574
2023-01-10,35.661858
2023-01-11,37.2144
2023-01-12,35.82889
2023-01-13,36.282177
2023-01-16,34.122635
2023-01-17,34.350018
2023-01-18,33.410248
2023-01-19,35.740505
2023-01-20,36.618946
2023-01-23,36.268986
2023-01-24,35.78832
2023-01-25,35.20351
2023-01-26,32.8135
2023-01-27,34.01596
2023-01-30,31.752407
2023-01-31,32.454586
2023-02-01,25.913433
2023-02-02,25.563427
2023-02-03,33.213562
2023-02-06,37.04831
2023-02-07,28.46421
2023-02-08,31.205425
2023-02-09,33.371456
2023-02-10,38.059193
2023-02-13,43.15867
2023-02-14,45.0528
2023-02-15,40.046864
2023-02-16,42.458817
2023-02-17,43.24841
2023-02-20,43.934727
2023-02-21,51.820683
2023-02-22,70.00722
2023-02-23,72.72969
2023-02-24,82.084206
2023-02-27,73.77587
2023-02-28,63.41742
2023-03-01,46.221928
2023-03-02,44.644093
2023-03-03,37.665028
2023-03-06,34.691357
2023-03-07,36.57603
2023-03-08,37.28474
2023-03-09,40.36259
2023-03-10,56.174927
2023-03-13,78.61174
2023-03-14,76.29959
2023-03-15,93.749115
2023-03-16,73.83057
2023-03-17,74.79458
2023-03-20,63.414276
2023-03-21,61.78919
2023-03-22,60.21538
2023-03-23,45.641083
2023-03-24,40.3273
2023-03-27,33.783615
2023-03-28,33.685894
2023-03-29,33.91443
2023-03-30,33.55593
2023-03-31,34.623955
2023-04-03,34.31562
2023-04-04,34.859215
2023-04-05,35.495876
2023-04-06,37.358524
2023-04-07,36.93909
2023-04-10,36.982964
2023-04-11,37.966187
2023-04-12,39.685005
2023-04-13,35.474083
2023-04-14,37.06792
2023-04-17,34.345642
2023-04-18,32.06829
2023-04-19,32.595753
2023-04-20,32.785316
2023-04-21,33.61376
2023-04-24,34.136116
2023-04-25,34.155254
2023-04-26,40.408115
2023-04-27,35.277905
2023-04-28,32.808777
2023-05-01,37.174393
2023-05-02,38.137306
2023-05-03,39.186672
2023-05-04,48.814293
2023-05-05,44.180187
2023-05-08,46.626816
2023-05-09,46.17302
2023-05-10,39.501835
2023-05-11,32.98798
2023-05-12,32.581448
2023-05-15,29.521626
2023-05-16,30.334038
2023-05-17,30.876469
2023-05-18,27.891142
2023-05-19,27.778833
2023-05-22,28.720161
2023-05-23,35.837105
2023-05-24,49.58528
2023-05-25,62.392326
2023-05-26,75.45083
2023-05-29,68.54003
2023-05-30,50.98187
2023-05-31,47.863113
2023-06-01,38.694935
2023-06-02,33.04838
2023-06-05,33.452965
2023-06-06,33.00533
2023-06-07,34.048656
2023-06-08,34.42965
2023-06-09,34.523323
2023-06-12,36.048286
2023-06-13,37.324097
2023-06-14,37.60652
2023-06-15,37.845596
2023-06-16,38.99121
2023-06-19,37.384792
2023-06-20,33.942616
2023-06-21,33.43636
2023-06-22,32.855106
2023-06-23,31.254955
2023-06-26,27.717524
2023-06-27,27.963108
2023-06-28,27.318874
2023-06-29,29.67326
2023-06-30,31.261332
2023-07-03,27.611126
2023-07-04,29.662247
2023-07-05,37.19514
2023-07-06,40.03768
2023-07-07,41.174934
2023-07-10,49.419235
2023-07-11,58.410244
2023-07-12,49.553207
2023-07-13,37.916077
2023-07-14,34.687134
2023-07-17,27.435797
2023-07-18,15.995258
2023-07-19,12.222858
2023-07-20,15.243696
2023-07-21,19.148129
2023-07-24,19.653608
2023-07-25,21.828262
2023-07-26,19.590452
2023-07-27,21.023113
2023-07-28,18.269527
2023-07-31,18.483158
2023-08-01,25.051554
2023-08-02,30.2933
2023-08-03,31.605883
2023-08-04,58.44965
2023-08-07,62.966766
2023-08-08,67.41272
2023-08-09,61.066704
2023-08-10,56.03384
2023-08-11,44.321053
2023-08-14,42.643913
2023-08-15,48.119965
2023-08-16,57.246532
2023-08-17,67.216805
2023-08-18,70.81613
2023-08-21,75.57456
2023-08-22,72.74061
2023-08-23,60.164967
2023-08-24,58.16301
2023-08-25,44.659138
2023-08-28,39.84036
2023-08-29,39.042095
2023-08-30,37.530506
2023-08-31,38.07827
2023-09-01,38.311665
2023-09-04,37.6251
2023-09-05,39.715096
2023-09-06,41.80887
2023-09-07,41.126118
2023-09-08,42.860104
2023-09-11,43.172127
2023-09-12,44.627136
2023-09-13,39.875393
2023-09-14,37.713146
2023-09-15,38.074806
2023-09-18,38.074806
2023-09-19,39.26372
2023-09-20,41.863323
2023-09-21,62.870483
2023-09-22,64.55874
2023-09-25,63.405743
2023-09-26,68.78024
2023-09-27,75.37263
2023-09-28,69.20053
2023-09-29,63.09424
2023-10-02,64.40835
2023-10-03,67.59164
2023-10-04,65.55076
2023-10-05,67.56364
2023-10-06,67.35021
2023-10-09,62.411495
2023-10-10,62.636417
2023-10-11,52.371784
2023-10-12,47.610245
2023-10-13,55.727497
2023-10-16,50.235634
2023-10-17,51.421963
2023-10-18,50.317154
2023-10-19,65.700806
2023-10-20,65.54953
2023-10-23,67.11805
2023-10-24,65.573364
2023-10-25,65.25743
2023-10-26,61.26261
2023-10-27,58.51116
2023-10-30,59.56407
2023-10-31,58.83968
2023-11-01,46.553997
2023-11-02,46.43139
2023-11-03,36.792763
2023-11-06,37.032196
2023-11-07,41.592182
2023-11-08,42.53929
2023-11-09,48.90239
2023-11-10,48.500973
2023-11-13,52.84283
2023-11-14,43.298916
2023-11-15,40.224453
2023-11-16,39.63836
2023-11-17,40.617493
2023-11-20,39.102222
2023-11-21,37.854885
2023-11-22,36.964737
2023-11-23,37.652355
2023-11-24,36.397743
2023-11-27,35.791786
2023-11-28,35.809742
2023-11-29,36.021027
2023-11-30,38.124413
2023-12-01,37.302185
2023-12-04,39.979176
2023-12-05,41.59578
2023-12-06,39.582523
2023-12-07,39.772087
2023-12-08,39.79659
2023-12-11,38.91114
2023-12-12,38.721577
2023-12-13,38.994564
2023-12-14,35.723988
2023-12-15,36.366707
2023-12-18,36.36574
2023-12-19,36.644558
2023-12-20,41.422306
2023-12-21,44.66438
2023-12-22,44.158066
2023-12-25,42.86562
2023-12-26,41.397327
2023-12-27,40.381695
2023-12-28,39.321934
2023-12-29,39.31575
2024-01-01,37.16842
2024-01-02,41.378365
2024-01-03,36.61821
2024-01-04,38.122925
2024-01-05,39.310463
2024-01-08,48.077934
2024-01-09,42.575005
2024-01-10,38.95081
2024-01-11,38.93704
2024-01-12,35.59394
2024-01-15,36.238754
2024-01-16,45.577522
2024-01-17,50.73658
2024-01-18,49.28864
2024-01-19,58.723694
2024-01-22,57.20742
2024-01-23,46.937767
2024-01-24,42.79192
2024-01-25,40.907326
2024-01-26,41.205006
2024-01-29,41.849712
2024-01-30,42.87483
2024-01-31,47.82395
2024-02-01,47.338646
2024-02-02,48.18158
2024-02-05,44.889545
2024-02-06,44.056698
2024-02-07,42.96479
2024-02-08,39.452164
2024-02-09,39.262596
2024-02-12,39.915176
2024-02-13,43.913174
2024-02-14,48.780956
2024-02-15,57.021656
2024-02-16,72.66852
2024-02-19,69.456726
2024-02-20,57.00346
2024-02-21,59.968857
2024-02-22,61.002155
2024-02-23,56.423725
2024-02-26,48.638824
2024-02-27,46.74167
2024-02-28,44.29509
2024-02-29,42.558815
2024-03-01,43.034187
2024-03-04,43.49484
2024-03-05,43.336178
2024-03-06,42.410835
2024-03-07,43.20395
2024-03-08,41.34697
2024-03-11,45.11244
2024-03-12,42.42304
2024-03-13,39.73393
2024-03-14,41.058823
2024-03-15,41.98281
2024-03-18,42.51111
2024-03-19,42.320515
2024-03-20,43.03597
2024-03-21,39.13701
2024-03-22,40.57647
2024-03-25,40.57647
2024-03-26,40.630386
2024-03-27,40.26593
2024-03-28,40.05335
2024-03-29,39.380493
2024-04-01,39.4588
2024-04-02,43.029972
2024-04-03,45.078487
2024-04-04,55.935974
2024-04-05,67.53024
2024-04-08,65.43938
2024-04-09,67.165085
2024-04-10,67.37898
2024-04-11,61.18616
2024-04-12,62.239323
2024-04-15,63.397133
2024-04-16,72.28746
2024-04-17,70.95555
2024-04-18,76.70273
2024-04-19,74.50375
2024-04-22,68.47629
2024-04-23,64.326546
2024-04-24,58.215256
2024-04-25,54.987865
2024-04-26,55.706272
2024-04-29,52.43257
2024-04-30,53.480415
2024-05-01,53.66291
2024-05-02,53.375694
2024-05-03,54.783333
2024-05-06,44.57406
2024-05-07,49.840446
2024-05-08,50.038647
2024-05-09,47.568855
2024-05-10,46.140556
2024-05-13,47.05957
2024-05-14,43.40148
2024-05-15,42.943756
2024-05-16,46.63426
2024-05-17,50.479767
2024-05-20,41.5829
2024-05-21,38.855328
2024-05-22,38.182083
2024-05-23,38.182083
2024-05-24,39.31067
2024-05-27,39.58504
2024-05-28,49.750313
2024-05-29,62.75277
2024-05-30,62.018517
2024-05-31,69.447075
2024-06-03,66.312325
2024-06-04,68.1736
2024-06-05,52.79169
2024-06-06,51.797752
2024-06-07,61.366886
2024-06-10,55.834557
2024-06-11,55.44568
2024-06-12,43.232307
2024-06-13,41.113796
2024-06-14,41.113796
2024-06-17,41.782173
2024-06-18,41.09526
2024-06-19,39.87453
2024-06-20,43.110157
2024-06-21,40.956005
2024-06-24,41.107544
2024-06-25,44.28665
2024-06-26,45.68949
2024-06-27,43.82846
2024-06-28,43.665672
2024-07-01,44.985332
2024-07-02,43.82723
2024-07-03,40.953255
2024-07-04,42.51959
2024-07-05,42.067963
2024-07-08,41.58852
2024-07-09,44.707264
2024-07-10,46.715427
2024-07-11,47.663425
2024-07-12,47.928852
2024-07-15,51.624207
2024-07-16,51.79699
2024-07-17,51.551376
2024-07-18,63.463627
2024-07-19,60.876545
2024-07-22,62.027172
2024-07-23,64.6672
2024-07-24,76.16017
2024-07-25,74.07727
2024-07-26,63.128315
2024-07-29,69.81002
2024-07-30,71.37143
2024-07-31,67.68826
2024-08-01,65.929535
2024-08-02,69.79714
2024-08-05,100.0
2024-08-06,100.0
2024-08-07,100.0
2024-08-08,100.0
2024-08-09,100.0
2024-08-12,95.3146
2024-08-13,71.95496
2024-08-14,100.0
2024-08-15,100.0
2024-08-16,100.0
2024-08-19,100.0
2024-08-20,70.4956
2024-08-21,55.983276
2024-08-22,61.495895
2024-08-23,55.29682
2024-08-26,49.027287
2024-08-27,53.844395
2024-08-28,52.128582
2024-08-29,47.105797
2024-08-30,49.142227
2024-09-02,50.372086
2024-09-03,71.399635
2024-09-04,76.74068
2024-09-05,69.07531
2024-09-06,65.3749
2024-09-09,69.6102
2024-09-10,69.23578
2024-09-11,50.355892
2024-09-12,39.036324
2024-09-13,40.046963
2024-09-16,40.97017
2024-09-17,37.013115
2024-09-18,36.994205
2024-09-19,37.96985
2024-09-20,39.45529
2024-09-23,39.336388
2024-09-24,39.89126
2024-09-25,39.960262
2024-09-26,38.187794
2024-09-27,40.330498
2024-09-30,40.96083
2024-10-01,41.294434
2024-10-02,57.041397
2024-10-03,67.64299
2024-10-04,67.9523
2024-10-07,66.31364
2024-10-08,75.21228
2024-10-09,71.71902
2024-10-10,72.33478
2024-10-11,66.91581
2024-10-14,62.12208
2024-10-15,61.31638
2024-10-16,59.770893
2024-10-17,60.04187
2024-10-18,51.706425
2024-10-21,41.0683
2024-10-22,39.3758
2024-10-23,40.590443
2024-10-24,41.0247
2024-10-25,44.759335
2024-10-28,44.461533
2024-10-29,43.817745
2024-10-30,43.87578
2024-10-31,55.08538
2024-11-01,48.886604
2024-11-04,63.20448
2024-11-05,64.19954
2024-11-06,52.524178
2024-11-07,44.69872
2024-11-08,45.984528
2024-11-11,50.212364
2024-11-12,51.34385
2024-11-13,40.41044
2024-11-14,41.96614
2024-11-15,42.61434
2024-11-18,44.36899
2024-11-19,43.977554
2024-11-20,62.593582
2024-11-21,66.05355
2024-11-22,58.254326
2024-11-25,56.80826
2024-11-26,55.33245
2024-11-27,44.794025
2024-11-28,44.059048
2024-11-29,43.42675
2024-12-02,42.50579
2024-12-03,40.73324
2024-12-04,41.276848
2024-12-05,41.673244
2024-12-06,40.747498
2024-12-09,39.259426
2024-12-10,41.00612
2024-12-11,41.058308
2024-12-12,43.132378
2024-12-13,46.419605
2024-12-16,45.839268
2024-12-17,50.24176
2024-12-18,61.244007
2024-12-19,97.54465
2024-12-20,100.0
2024-12-23,100.0
2024-12-24,100.0
2024-12-25,93.90061
2024-12-26,64.446594
2024-12-27,66.81922
2024-12-30,65.12793
2024-12-31,75.48121
2025-01-01,81.03487
