date,risk_index
2016-04-01,0.015071430188898073
2016-04-05,0.04245674104389148
2016-04-06,0.08787450952201135
2016-04-07,0.15635084293616422
2016-04-08,0.17325530700635847
2016-04-11,0.040422128688619684
2016-04-12,0.052467187399288684
2016-04-13,0.05533086568519414
2016-04-14,0.03053074722486266
2016-04-15,0.04173928458585546
2016-04-18,0.07663561181967947
2016-04-19,0.10766914496777233
2016-04-20,0.16715223760826117
2016-04-21,0.22772697903832256
2016-04-22,0.28171882368964335
2016-04-25,0.35226103099031736
2016-04-26,0.5348619083210102
2016-04-27,0.4483517409287962
2016-04-28,0.4881953397983966
2016-04-29,0.6472509946066746
2016-05-03,0.7980023637955641
2016-05-04,0.8697106288187046
2016-05-05,0.9695098866143954
2016-05-06,1.8139672533869062
2016-05-09,5.415403271264837
2016-05-10,5.291446803143532
2016-05-11,5.361597726359346
2016-05-12,5.247883277303723
2016-05-13,5.261835933808423
2016-05-16,5.36808159433497
2016-05-17,5.32459506317057
2016-05-18,5.349364011529895
2016-05-19,5.4230553912051525
2016-05-20,5.44829139780882
2016-05-23,5.44773946376284
2016-05-24,5.482125840544488
2016-05-25,5.702773027835396
2016-05-26,5.705266843736091
2016-05-27,5.705857646948803
2016-05-30,5.710491700609621
2016-05-31,6.361497276335353
2016-06-01,6.3788944867172805
2016-06-02,6.367059824249169
2016-06-03,5.877709650230727
2016-06-06,5.4896997292976035
2016-06-07,5.489624147211457
2016-06-08,6.247329009804573
2016-06-13,7.983145784047857
2016-06-14,7.952958061219389
2016-06-15,8.041526562890649
2016-06-16,11.567895993683596
2016-06-17,16.00268568396507
2016-06-20,24.190756714434364
2016-06-21,34.25987081651671
2016-06-22,35.078362095858054
2016-06-23,35.69441821811883
2016-06-24,35.27344176708917
2016-06-27,35.72287139230465
2016-06-28,34.71015775184468
2016-06-29,34.72980549715319
2016-06-30,32.327296986026745
2016-07-01,32.32160601966556
2016-07-04,32.89624504220794
2016-07-05,32.777994128562085
2016-07-06,32.81501855327007
2016-07-07,32.88667180571828
2016-07-08,33.722813789858044
2016-07-11,29.153715750035257
2016-07-12,35.578227159103115
2016-07-13,41.203347320266474
2016-07-14,40.98343410624259
2016-07-15,41.017274360189596
2016-07-18,41.16928301684389
2016-07-19,41.252837648751054
2016-07-20,41.18817390950525
2016-07-21,41.04167229032002
2016-07-22,28.90266856771706
2016-07-25,24.6752736509026
2016-07-26,21.680487728277075
2016-07-27,21.967255425967664
2016-07-28,21.98592374006224
2016-07-29,14.910217250637325
2016-08-01,17.41648899874256
2016-08-02,17.573427732440294
2016-08-03,17.661594530537084
2016-08-04,17.76886422776649
2016-08-05,17.799899458688362
2016-08-08,18.034472149453883
2016-08-09,17.141922771772034
2016-08-10,17.23850602852613
2016-08-11,17.398091803842807
2016-08-12,18.388389777806452
2016-08-15,20.037300050391256
2016-08-16,20.106204875283957
2016-08-17,20.18403591723316
2016-08-18,20.30928676980885
2016-08-19,20.355232951747116
2016-08-22,20.77870920809438
2016-08-23,20.652912668783557
2016-08-24,20.22160894089356
2016-08-25,20.389605270629396
2016-08-26,20.354827562723514
2016-08-29,18.098604693473362
2016-08-30,17.520734770578695
2016-08-31,16.39014170474904
2016-09-01,16.10236249798026
2016-09-02,12.025919188896045
2016-09-05,12.084875002656226
2016-09-06,12.18386120573568
2016-09-07,12.243152988495677
2016-09-08,5.983070181001319
2016-09-09,5.368968737744403
2016-09-12,7.925361553833504
2016-09-13,8.254282595146446
2016-09-14,10.788648903020437
2016-09-19,11.10644157663216
2016-09-20,11.207027820357474
2016-09-21,11.247006354683837
2016-09-22,11.503359176504697
2016-09-23,11.645728634716995
2016-09-26,14.618788155717915
2016-09-27,14.790562073325914
2016-09-28,14.84226373447931
2016-09-29,14.929297705874479
2016-09-30,14.937246122543874
2016-10-10,15.19716887654557
2016-10-11,15.239497835448107
2016-10-12,15.279154015203245
2016-10-13,15.227643571185457
2016-10-14,15.274486409428183
2016-10-17,15.413455785875406
2016-10-18,15.704054662256295
2016-10-19,15.214634216684509
2016-10-20,15.244187574400424
2016-10-21,15.162446972304167
2016-10-24,15.332499149016837
2016-10-25,15.342777050553547
2016-10-26,15.417916085108352
2016-10-27,15.393006582746427
2016-10-28,15.369497410270066
2016-10-31,13.266904523074723
2016-11-01,13.315129421247557
2016-11-02,11.778637808758214
2016-11-03,10.877133879312678
2016-11-04,8.419744548666685
2016-11-07,8.303138622368046
2016-11-08,8.371856537052647
2016-11-09,8.47988848463923
2016-11-10,8.695220517793656
2016-11-11,8.816981635962224
2016-11-14,5.64161280449315
2016-11-15,5.58667282822291
2016-11-16,5.531779550071789
2016-11-17,5.058479442900636
2016-11-18,4.844997217887018
2016-11-21,4.8368491148003585
2016-11-22,4.963672846285153
2016-11-23,5.01674299754477
2016-11-24,5.516368277015904
2016-11-25,6.106932993918622
2016-11-28,6.179857738123271
2016-11-29,6.283244272841464
2016-11-30,5.104901663570234
2016-12-01,5.19037429735945
2016-12-02,5.391913773518711
2016-12-05,5.7787040718996545
2016-12-06,5.860774549446539
2016-12-07,3.8279194854397667
2016-12-08,2.778941756746609
2016-12-09,2.8381272839015153
2016-12-12,4.659012086409071
2016-12-13,4.961908672054897
2016-12-14,6.689047150539899
2016-12-15,9.977954645979914
2016-12-16,9.998636862546078
2016-12-19,11.099442816252491
2016-12-20,13.254845129321918
2016-12-21,13.458572533885317
2016-12-22,15.299058830067608
2016-12-23,17.390678068441805
2016-12-26,18.212790311061283
2016-12-27,18.837984576508564
2016-12-28,19.68624904315131
2016-12-29,20.122793032360796
2016-12-30,20.22050993340962
2017-01-03,1.1487181753971291e-07
2017-01-04,4.289318150708475e-16
2017-01-05,1.4135051060882149e-13
2017-01-06,3.1238935594136447e-13
2017-01-09,4.067435126953331e-09
2017-01-10,3.972302107607968e-08
2017-01-11,4.133245737425464e-08
2017-01-12,1.0270268294915549e-05
2017-01-13,2.0172034358473843e-06
2017-01-16,9.706691267051643e-06
2017-01-17,0.005834947752496772
2017-01-18,0.4499021378459721
2017-01-19,2.3342084045965206
2017-01-20,0.0008700020254272919
2017-01-23,0.010084767622724608
2017-01-24,7.128404554312268e-05
2017-01-25,2.612086358685238e-05
2017-01-26,2.112075056558301e-05
2017-02-03,0.0014180324270232489
2017-02-06,0.02983699909059554
2017-02-07,0.021185426997900658
2017-02-08,0.06141637870679131
2017-02-09,0.0017584588176838356
2017-02-10,0.001382022449714725
2017-02-13,0.007864708244289463
2017-02-14,0.0010528597284900922
2017-02-15,1.6377309763927501
2017-02-16,0.6777578715552299
2017-02-17,0.19979227019095358
2017-02-20,0.22068940699490885
2017-02-21,0.39118141145418844
2017-02-22,0.9682267380047118
2017-02-23,0.8522642687253714
2017-02-24,0.2967459837411455
2017-02-27,4.764213557709531
2017-02-28,41.33670644356041
2017-03-01,19.654051807794104
2017-03-02,1.8459486684141224
2017-03-03,0.027168351186574208
2017-03-06,0.18327245016597313
2017-03-07,0.588110891022991
2017-03-08,3.4765872568040304
2017-03-09,14.355656905835957
2017-03-10,1.7112858254850558
2017-03-13,0.4918736492931352
2017-03-14,16.91174825616033
2017-03-15,2.090246274859699
2017-03-16,0.378360678446883
2017-03-17,0.6043238854184536
2017-03-20,0.879835998169866
2017-03-21,30.059174731705752
