date,Regime_1,Regime_2,Regime_3,Regime_4
2018-12-20,0.9999999999951967,0.0,0.0,4.799491644585942e-12
2018-12-21,0.9999999999951967,0.0,0.0,4.799491644585942e-12
2018-12-22,0.9999999999951967,0.0,0.0,4.799491644585942e-12
2018-12-23,0.9999999999951967,0.0,0.0,4.799491644585942e-12
2018-12-24,0.9999999999951967,0.0,0.0,4.799491644585942e-12
2018-12-25,0.9999999999951967,0.0,0.0,4.799491644585942e-12
2018-12-26,0.9999999999951967,0.0,0.0,4.799491644585942e-12
2018-12-27,0.9999999999951967,0.0,0.0,4.799491644585942e-12
2018-12-28,0.9999999999951967,0.0,0.0,4.799491644585942e-12
2018-12-29,0.9999999999951967,0.0,0.0,4.799491644585942e-12
2018-12-30,0.9999999999951967,0.0,0.0,4.799491644585942e-12
2018-12-31,0.9999999999951967,0.0,0.0,4.799491644585942e-12
2019-01-01,0.9999999999702709,0.0,0.0,2.972573545364776e-11
2019-01-02,0.9999999999702709,0.0,0.0,2.972573545364776e-11
2019-01-03,0.9999999999702709,0.0,0.0,2.972573545364776e-11
2019-01-04,0.9999999999702709,0.0,0.0,2.972573545364776e-11
2019-01-05,0.9999999999702709,0.0,0.0,2.972573545364776e-11
2019-01-06,0.9999999999702709,0.0,0.0,2.972573545364776e-11
2019-01-07,0.9999999999702709,0.0,0.0,2.972573545364776e-11
2019-01-08,0.9999999999702709,0.0,0.0,2.972573545364776e-11
2019-01-09,0.9999999999702709,0.0,0.0,2.972573545364776e-11
2019-01-10,0.9999999999702709,0.0,0.0,2.972573545364776e-11
2019-01-11,0.9999999999702709,0.0,0.0,2.972573545364776e-11
2019-01-12,0.9999999999702709,0.0,0.0,2.972573545364776e-11
2019-01-13,0.9999999999702709,0.0,0.0,2.972573545364776e-11
2019-01-14,0.9999999999702709,0.0,0.0,2.972573545364776e-11
2019-01-15,0.9999999999702709,0.0,0.0,2.972573545364776e-11
2019-01-16,0.9999999999702709,0.0,0.0,2.972573545364776e-11
2019-01-17,0.9999999999702709,0.0,0.0,2.972573545364776e-11
2019-01-18,0.9999999999702709,0.0,0.0,2.972573545364776e-11
2019-01-19,0.9999999999702709,0.0,0.0,2.972573545364776e-11
2019-01-20,0.9999999999702709,0.0,0.0,2.972573545364776e-11
2019-01-21,0.9999999999702709,0.0,0.0,2.972573545364776e-11
2019-01-22,0.9999999999702709,0.0,0.0,2.972573545364776e-11
2019-01-23,0.9999999999702709,0.0,0.0,2.972573545364776e-11
2019-01-24,0.9999999999702709,0.0,0.0,2.972573545364776e-11
2019-01-25,0.9999999999702709,0.0,0.0,2.972573545364776e-11
2019-01-26,0.9999999999702709,0.0,0.0,2.972573545364776e-11
2019-01-27,0.9999999999702709,0.0,0.0,2.972573545364776e-11
2019-01-28,0.9999999999702709,0.0,0.0,2.972573545364776e-11
2019-01-29,0.9999999999702709,0.0,0.0,2.972573545364776e-11
2019-01-30,0.9999999999702709,0.0,0.0,2.972573545364776e-11
2019-01-31,0.9999999999702709,0.0,0.0,2.972573545364776e-11
2019-02-01,0.9999999999702709,0.0,0.0,2.972573545364776e-11
