date,CPI_YOY,GDP,M0,M1,M2,PMI,SHIBOR_1M,SHIBOR_1W,SHIBOR_ON
2014-05-01,2.5,,58051.11,327839.56,1182293.96,,,,
2014-06-01,2.3,296192.5,56951.05,341487.45,1209587.2,,,,
2014-07-01,2.3,,57346.5,331347.32,1194249.24,,,,
2014-08-01,2.0,,57997.61,332023.23,1197499.08,,,,
2014-09-01,1.6,461090.3,58844.99,327220.21,1202051.41,,,,
2014-10-01,1.6,,57691.64,329617.73,1199236.31,,,,
2014-11-01,1.4,,58438.53,335114.13,1208605.95,,,,
2014-12-01,1.5,641280.6,60259.53,348056.41,1228374.81,,,,
2015-01-01,0.8,,63040.51,348109.5,1242710.22,,,,
2015-02-01,1.4,,72896.19,334439.22,1257380.48,,,,
2015-03-01,1.4,150593.8,61949.81,337210.52,1275332.78,,,,
2015-04-01,1.5,,60772.46,336388.24,1280779.14,,,,
2015-05-01,1.2,,59075.97,343085.86,1307357.63,,,,
2015-06-01,1.4,318468.4,58604.26,356082.86,1333375.36,,,,
2015-07-01,1.6,,59010.71,353122.19,1353210.92,,,,
2015-08-01,2.0,,59061.79,362793.73,1356907.98,,,,
2015-09-01,1.6,494272.1,61022.97,364416.9,1359824.06,,,,
2015-10-01,1.3,,59900.48,375806.45,1361020.7,,,,
2015-11-01,1.5,,60328.24,387618.32,1373956.01,53.4,,,
2015-12-01,1.6,685992.9,63216.58,400953.44,1392278.11,54.4,,,
2016-01-01,1.8,,72526.51,412685.64,1416319.55,57.8,,,
2016-02-01,2.3,,69421.5,392504.7,1424618.68,,,,
2016-03-01,2.3,160967.3,64651.21,411581.31,1446198.03,,,,
2016-04-01,2.3,,64403.17,413504.84,1445209.59,,,,
2016-05-01,2.0,,62780.71,424250.7,1461695.11,,,,
2016-06-01,1.9,340846.0,62818.89,443643.7,1490491.83,,,,
2016-07-01,1.8,,63276.01,442934.43,1491558.72,,,,
2016-08-01,1.3,,63454.7,454543.6,1510982.91,,,,
2016-09-01,1.9,530183.6,65068.62,454340.25,1516360.5,50.8,,,
2016-10-01,2.1,,64214.93,465446.65,1519485.4,51.7,,,
2016-11-01,2.3,,64903.5,475405.54,1530432.06,53.2,,,
2016-12-01,2.1,740060.8,68303.87,486557.24,1550066.67,,,,
2017-01-01,2.5,,86598.61,472526.45,1584194.56,,,,
2017-02-01,0.8,,71727.69,476527.6,1589857.0,,,,
2017-03-01,0.9,179403.4,68605.05,488770.09,1607938.98,,,,
2017-04-01,1.2,,68392.6,490180.42,1603918.84,52.2,,,
2017-05-01,1.5,,67333.21,496389.78,1609740.77,53.8,,,
2017-06-01,1.5,378581.1,66977.68,510228.17,1639497.05,,,,
2017-07-01,1.4,,67129.04,510484.58,1636341.11,,,,
2017-08-01,1.8,,67550.99,518113.93,1652947.3,,,,
2017-09-01,1.6,588405.3,69748.54,517863.04,1663666.05,53.4,,,
2017-10-01,1.9,,68230.69,525977.19,1662449.96,,,,
2017-11-01,1.7,,68623.16,535565.05,1679156.64,,,,
2017-12-01,1.8,820754.3,70645.6,543790.15,1690235.31,52.4,,,
2018-01-01,1.5,,74636.29,543247.13,1720814.46,52.7,,,
2018-02-01,2.9,,81424.24,517035.99,1729070.12,50.5,,,
2018-03-01,2.1,197920.0,72692.63,523540.07,1739859.48,53.1,,,
2018-04-01,1.8,,71476.46,525447.77,1737683.73,,,,
2018-05-01,1.8,,69774.81,526276.72,1743063.79,52.7,,,
2018-06-01,1.9,417215.4,69589.33,543944.71,1770178.37,51.8,,,
2018-07-01,2.1,,69530.59,536624.29,1776196.11,52.4,,,
2018-08-01,2.3,,69775.39,538324.64,1788670.43,,,,
2018-09-01,2.5,646710.9,71254.26,538574.08,1801665.58,,,,
2018-10-01,2.5,,70106.62,540128.37,1795561.6,,,,
2018-11-01,2.2,,70563.3,543498.66,1813175.07,,,,
2018-12-01,1.9,900309.5,73208.4,551685.91,1826744.22,49.1,,,
2019-01-01,1.7,,87470.62,545638.46,1865935.33,49.6,,,
2019-02-01,1.5,,79484.72,527190.48,1867427.45,,,,
2019-03-01,2.3,218062.8,74941.58,547575.54,1889412.14,,,,
2019-04-01,2.5,,73965.76,540614.6,1884670.33,,,,
2019-05-01,2.7,,72798.46,544355.64,1891153.7,,,,
2019-06-01,2.7,460636.7,72580.96,567696.18,1921360.19,,,,
2019-07-01,2.8,,72689.25,553043.11,1919410.82,,,,
2019-08-01,2.8,,73152.62,556798.09,1935492.43,,,,
2019-09-01,3.0,712845.4,74129.75,557137.95,1952250.49,50.5,,,
2019-10-01,3.8,,73395.4,558143.92,1945600.55,50.8,,,
2019-11-01,4.5,,73973.82,562486.52,1961429.56,51.1,,,
2019-12-01,4.5,990865.1,77189.47,576009.15,1986488.82,51.4,,,
2020-01-01,5.4,,93249.16,545531.79,2023066.49,50.5,,,
2020-02-01,5.2,,88187.05,552700.73,2030830.42,37.6,,,
2020-03-01,4.3,206504.3,83022.21,575050.29,2080923.41,52.0,,,
2020-04-01,3.3,,81485.21,570150.48,2093533.83,52.9,,,
2020-05-01,2.4,,79706.83,581111.06,2100183.74,51.8,,,
2020-06-01,2.5,456614.4,79459.41,604317.97,2134948.66,,,,
2020-07-01,2.7,,79867.21,591192.64,2125458.46,51.6,,,
2020-08-01,2.4,,80042.71,601289.1,2136836.91,,,,
2020-09-01,1.7,722786.4,82370.87,602312.12,2164084.8,,,,
2020-10-01,0.5,,81036.43,609182.41,2149720.42,,,,
2020-11-01,-0.5,,81593.61,618632.17,2172002.55,,,,
2020-12-01,0.2,1015986.2,84314.53,625580.99,2186795.89,50.5,,,
2021-01-01,-0.3,,89625.24,625563.81,2213047.33,52.3,,,
2021-02-01,-0.2,,91924.6,593487.46,2236030.26,50.5,,,
2021-03-01,0.4,249310.0,86543.64,616113.17,2276488.45,50.8,,,
2021-04-01,0.9,,85803.37,605421.89,2262107.12,50.8,,,
2021-05-01,1.3,,84177.72,616828.32,2275538.07,,,,
2021-06-01,1.1,532167.0,84346.97,637479.36,2317788.36,52.2,,,
2021-07-01,1.0,,84717.56,620367.05,2302153.82,51.4,,,
2021-08-01,0.8,,85059.2,626658.69,2312267.68,,,,
2021-09-01,0.7,823131.0,86867.09,624645.68,2342829.7,49.7,,,
2021-10-01,1.5,,86085.78,626082.12,2336160.48,49.7,,,
2021-11-01,2.3,,87433.41,637482.04,2356012.76,51.4,,,
2021-12-01,1.5,1143670.0,90825.15,647443.35,2382899.56,51.1,,,
2022-01-01,0.9,,106188.87,613859.35,2431022.72,50.2,,,
2022-02-01,0.9,,97227.7,621612.11,2441488.9,51.8,,,
2022-03-01,1.5,270178.0,95141.92,645063.8,2497688.34,49.3,,,
2022-04-01,2.1,,95626.49,636139.01,2499710.9,48.4,,,
2022-05-01,2.1,,95546.86,645107.52,2527026.15,50.2,,,
2022-06-01,2.5,562642.0,96011.17,674374.81,2581451.2,50.9,,,
2022-07-01,2.7,,96509.19,661832.33,2578078.57,51.4,,,
2022-08-01,2.5,,97231.03,664604.85,2595068.27,52.3,,,
2022-09-01,2.8,870269.0,98672.06,664535.17,2626600.92,,,,
2022-10-01,2.1,,98416.71,662140.99,2612914.57,49.5,,,
2022-11-01,1.6,,99740.12,667042.61,2647008.48,48.8,,,
2022-12-01,1.8,1210207.0,104706.03,671674.76,2664320.84,46.9,,,
2023-01-01,2.1,,114601.3,655214.16,2738072.06,50.9,,,
2023-02-01,1.0,,107602.58,657938.74,2755249.23,51.3,,,
2023-03-01,0.7,284996.6,105591.3,678059.63,2814566.31,51.9,,,
2023-04-01,0.1,,105904.46,669761.55,2808469.34,49.8,,,
2023-05-01,0.2,,104756.71,675252.98,2820504.68,50.8,,,
2023-06-01,0.0,593034.2,105419.2,695595.48,2873023.83,,,,
2023-07-01,-0.3,,106129.68,677218.92,2854031.56,,,,
2023-08-01,0.1,,106515.36,679588.35,2869343.25,51.0,,,
2023-09-01,0.0,913027.0,109253.22,678443.65,2896659.11,51.3,,,
2023-10-01,-0.2,,108565.35,674696.07,2882276.07,,,,
2023-11-01,-0.5,,110225.18,675903.41,2912014.22,,,,
2023-12-01,-0.3,1260582.1,113444.64,680542.52,2922713.33,49.4,,,
2023-12-29,,,,,,,2.482,1.867,1.746
2024-01-01,-0.8,,121398.54,694197.88,2976250.2,50.1,,,
2024-01-02,,,,,,,2.398,1.786,1.586
2024-01-03,,,,,,,2.354,1.805,1.604
2024-01-04,,,,,,,2.329,1.783,1.589
2024-01-05,,,,,,,2.32,1.77,1.588
2024-01-08,,,,,,,2.312,1.772,1.585
2024-01-09,,,,,,,2.304,1.79,1.582
2024-01-10,,,,,,,2.298,1.797,1.588
2024-01-11,,,,,,,2.296,1.799,1.627
2024-01-12,,,,,,,2.297,1.846,1.678
2024-01-15,,,,,,,2.297,1.862,1.677
2024-01-16,,,,,,,2.3,1.934,1.745
2024-01-17,,,,,,,2.3,1.943,1.832
2024-01-18,,,,,,,2.3,1.819,1.734
2024-01-19,,,,,,,2.3,1.831,1.724
2024-01-22,,,,,,,2.3,1.844,1.76
2024-01-23,,,,,,,2.3,1.807,1.76
2024-01-24,,,,,,,2.3,1.84,1.808
2024-01-25,,,,,,,2.3,1.872,1.844
2024-01-26,,,,,,,2.301,1.899,1.82
2024-01-29,,,,,,,2.302,1.863,1.731
2024-01-30,,,,,,,2.3,1.959,1.618
2024-01-31,,,,,,,2.282,1.829,1.708
2024-02-01,0.7,,121009.93,665916.09,2995572.97,50.0,2.262,1.809,1.676
2024-02-02,,,,,,,2.252,1.846,1.719
2024-02-04,,,,,,,2.239,1.958,1.711
2024-02-05,,,,,,,2.227,1.946,1.68
2024-02-06,,,,,,,2.224,1.966,1.727
2024-02-07,,,,,,,2.219,1.947,1.716
2024-02-08,,,,,,,2.213,1.791,1.697
2024-02-09,,,,,,,2.21,1.857,1.853
2024-02-18,,,,,,,2.2,1.817,1.699
2024-02-19,,,,,,,2.186,1.785,1.607
2024-02-20,,,,,,,2.166,1.787,1.63
2024-02-21,,,,,,,2.145,1.819,1.698
2024-02-22,,,,,,,2.132,1.815,1.635
2024-02-23,,,,,,,2.122,1.816,1.747
2024-02-26,,,,,,,2.116,1.883,1.779
2024-02-27,,,,,,,2.107,1.904,1.819
2024-02-28,,,,,,,2.1033,1.8178,1.7056
2024-02-29,,,,,,,2.099,1.775,1.639
2024-03-01,0.1,296299.0,117210.5,685808.9,3047952.16,51.8,2.088,1.806,1.694
2024-03-04,,,,,,,2.086,1.811,1.711
2024-03-05,,,,,,,2.086,1.855,1.719
2024-03-06,,,,,,,2.088,1.822,1.713
2024-03-07,,,,,,,2.088,1.827,1.713
2024-03-08,,,,,,,2.087,1.848,1.72
2024-03-11,,,,,,,2.086,1.853,1.731
2024-03-12,,,,,,,2.091,1.853,1.721
2024-03-13,,,,,,,2.095,1.882,1.735
2024-03-14,,,,,,,2.1,1.88,1.746
2024-03-15,,,,,,,2.101,1.89,1.766
2024-03-18,,,,,,,2.106,1.854,1.746
2024-03-19,,,,,,,2.117,1.87,1.754
2024-03-20,,,,,,,2.123,1.844,1.765
2024-03-21,,,,,,,2.126,1.834,1.771
2024-03-22,,,,,,,2.13,1.845,1.772
2024-03-25,,,,,,,2.135,1.898,1.774
2024-03-26,,,,,,,2.137,1.957,1.77
2024-03-27,,,,,,,2.141,1.972,1.77
2024-03-28,,,,,,,2.143,1.948,1.734
2024-03-29,,,,,,,2.14,1.967,1.718
2024-04-01,0.3,,117300.0,660100.0,3011900.0,50.5,2.128,1.857,1.728
2024-04-02,,,,,,,2.11,1.833,1.704
2024-04-03,,,,,,,2.097,1.821,1.685
2024-04-07,,,,,,,2.082,1.805,1.708
2024-04-08,,,,,,,2.062,1.815,1.711
2024-04-09,,,,,,,2.05,1.816,1.718
2024-04-10,,,,,,,2.049,1.817,1.722
2024-04-11,,,,,,,2.039,1.815,1.721
2024-04-12,,,,,,,2.025,1.82,1.717
2024-04-15,,,,,,,2.012,1.797,1.716
2024-04-16,,,,,,,2.005,1.805,1.715
2024-04-17,,,,,,,2.0,1.816,1.723
2024-04-18,,,,,,,1.996,1.836,1.776
2024-04-19,,,,,,,1.989,1.87,1.797
2024-04-22,,,,,,,1.972,1.831,1.78
2024-04-23,,,,,,,1.963,1.824,1.788
2024-04-24,,,,,,,1.959,1.855,1.784
2024-04-25,,,,,,,1.956,1.885,1.846
2024-04-26,,,,,,,1.952,1.912,1.879
2024-04-28,,,,,,,1.95,1.951,1.806
2024-04-29,,,,,,,1.962,2.08,1.823
2024-04-30,,,,,,,1.961,2.109,1.921
2024-05-01,0.3,,117062.72,646842.47,3018506.73,49.4,,,
2024-05-06,,,,,,,1.958,1.874,1.777
2024-05-07,,,,,,,1.951,1.845,1.744
2024-05-08,,,,,,,1.945,1.867,1.837
2024-05-09,,,,,,,1.943,1.822,1.727
2024-05-10,,,,,,,1.94,1.836,1.733
2024-05-11,,,,,,,1.941,1.85,1.724
2024-05-13,,,,,,,1.931,1.836,1.781
2024-05-14,,,,,,,1.927,1.837,1.769
2024-05-15,,,,,,,1.923,1.808,1.727
2024-05-16,,,,,,,1.911,1.801,1.724
2024-05-17,,,,,,,1.907,1.808,1.719
2024-05-20,,,,,,,1.905,1.803,1.719
2024-05-21,,,,,,,1.906,1.847,1.758
2024-05-22,,,,,,,1.908,1.838,1.779
2024-05-23,,,,,,,1.905,1.829,1.769
2024-05-24,,,,,,,1.905,1.818,1.766
2024-05-27,,,,,,,1.904,1.888,1.767
2024-05-28,,,,,,,1.905,1.885,1.81
2024-05-29,,,,,,,1.905,1.897,1.849
2024-05-30,,,,,,,1.906,1.903,1.746
2024-05-31,,,,,,,1.907,1.851,1.805
2024-06-01,0.2,616836.0,117736.77,660610.52,3050161.54,49.5,,,
2024-06-03,,,,,,,1.905,1.811,1.723
2024-06-04,,,,,,,1.9,1.785,1.663
2024-06-05,,,,,,,1.899,1.776,1.664
2024-06-06,,,,,,,1.897,1.78,1.656
2024-06-07,,,,,,,1.898,1.751,1.719
2024-06-11,,,,,,,1.9,1.802,1.679
2024-06-12,,,,,,,1.898,1.796,1.68
2024-06-13,,,,,,,1.9,1.817,1.723
2024-06-14,,,,,,,1.9,1.813,1.732
2024-06-17,,,,,,,1.898,1.862,1.783
2024-06-18,,,,,,,1.9,1.882,1.829
2024-06-19,,,,,,,1.9,1.861,1.853
2024-06-20,,,,,,,1.9,1.89,1.877
2024-06-21,,,,,,,1.9,1.939,1.96
2024-06-24,,,,,,,1.9,2.008,1.98
2024-06-25,,,,,,,1.9,2.014,1.964
2024-06-26,,,,,,,1.9,2.083,1.976
2024-06-27,,,,,,,1.9,2.028,1.879
2024-06-28,,,,,,,1.9,2.099,1.889
2024-07-01,0.5,,118840.46,632296.54,3033060.78,50.1,1.899,1.802,1.749
2024-07-02,,,,,,,1.896,1.796,1.715
2024-07-03,,,,,,,1.895,1.8,1.688
2024-07-04,,,,,,,1.892,1.811,1.712
2024-07-05,,,,,,,1.888,1.807,1.764
2024-07-08,,,,,,,1.887,1.82,1.754
2024-07-09,,,,,,,1.886,1.804,1.679
2024-07-10,,,,,,,1.883,1.8,1.64
2024-07-11,,,,,,,1.879,1.803,1.67
2024-07-12,,,,,,,1.878,1.801,1.668
2024-07-15,,,,,,,1.879,1.821,1.78
2024-07-16,,,,,,,1.878,1.894,1.894
2024-07-17,,,,,,,1.878,1.885,1.913
2024-07-18,,,,,,,1.879,1.893,1.933
2024-07-19,,,,,,,1.877,1.855,1.855
2024-07-22,,,,,,,1.873,1.715,1.647
2024-07-23,,,,,,,1.867,1.751,1.736
2024-07-24,,,,,,,1.862,1.742,1.739
2024-07-25,,,,,,,1.855,1.871,1.764
2024-07-26,,,,,,,1.848,1.913,1.689
2024-07-29,,,,,,,1.843,1.895,1.631
2024-07-30,,,,,,,1.839,1.814,1.639
2024-07-31,,,,,,,1.835,1.772,1.782
2024-08-01,0.6,,119500.0,630200.0,3050500.0,50.0,1.828,1.7,1.608
2024-08-02,,,,,,,1.825,1.7,1.573
2024-08-05,,,,,,,1.818,1.694,1.585
2024-08-06,,,,,,,1.813,1.687,1.583
2024-08-07,,,,,,,1.807,1.708,1.617
2024-08-08,,,,,,,1.805,1.763,1.681
2024-08-09,,,,,,,1.803,1.795,1.778
2024-08-12,,,,,,,1.806,1.893,1.951
2024-08-13,,,,,,,1.813,1.828,1.928
2024-08-14,,,,,,,1.812,1.869,1.842
2024-08-15,,,,,,,1.811,1.814,1.754
2024-08-16,,,,,,,1.809,1.811,1.7
2024-08-19,,,,,,,1.81,1.722,1.682
2024-08-20,,,,,,,1.812,1.761,1.712
2024-08-21,,,,,,,1.812,1.808,1.722
2024-08-22,,,,,,,1.815,1.821,1.765
2024-08-23,,,,,,,1.819,1.825,1.801
2024-08-26,,,,,,,1.823,1.936,1.862
2024-08-27,,,,,,,1.824,1.869,1.667
2024-08-28,,,,,,,1.824,1.758,1.52
2024-08-29,,,,,,,1.822,1.628,1.514
2024-08-30,,,,,,,1.822,1.647,1.529
2024-09-01,0.4,949745.7,121830.0,628236.54,3094798.24,51.1,,,
2024-09-02,,,,,,,1.821,1.689,1.516
2024-09-03,,,,,,,1.822,1.68,1.568
2024-09-04,,,,,,,1.823,1.67,1.529
2024-09-05,,,,,,,1.825,1.68,1.578
2024-09-06,,,,,,,1.831,1.676,1.716
2024-09-09,,,,,,,1.831,1.833,1.8
2024-09-10,,,,,,,1.832,1.834,1.955
2024-09-11,,,,,,,1.834,1.776,1.773
2024-09-12,,,,,,,1.83,1.794,1.777
2024-09-13,,,,,,,1.83,1.806,1.656
2024-09-14,,,,,,,1.83,1.746,1.611
2024-09-18,,,,,,,1.831,1.86,1.744
2024-09-19,,,,,,,1.833,1.947,1.879
2024-09-20,,,,,,,1.834,1.929,1.932
2024-09-23,,,,,,,1.837,1.859,1.921
2024-09-24,,,,,,,1.836,1.92,1.785
2024-09-25,,,,,,,1.83,1.873,1.643
2024-09-26,,,,,,,1.825,1.838,1.608
2024-09-27,,,,,,,1.822,1.661,1.401
2024-09-29,,,,,,,1.82,1.727,1.336
2024-09-30,,,,,,,1.82,1.522,1.514
2024-10-01,0.3,,122447.04,633357.47,3097092.01,49.5,,,
2024-10-08,,,,,,,1.82,1.697,1.509
2024-10-09,,,,,,,1.82,1.803,1.618
2024-10-10,,,,,,,1.82,1.7,1.527
2024-10-11,,,,,,,1.82,1.526,1.406
2024-10-12,,,,,,,1.82,1.511,1.306
2024-10-14,,,,,,,1.82,1.587,1.418
2024-10-15,,,,,,,1.82,1.517,1.407
2024-10-16,,,,,,,1.819,1.59,1.46
2024-10-17,,,,,,,1.819,1.549,1.425
2024-10-18,,,,,,,1.818,1.568,1.399
2024-10-21,,,,,,,1.819,1.584,1.474
2024-10-22,,,,,,,1.82,1.579,1.477
2024-10-23,,,,,,,1.82,1.595,1.49
2024-10-24,,,,,,,1.822,1.596,1.53
2024-10-25,,,,,,,1.823,1.703,1.507
2024-10-28,,,,,,,1.821,1.658,1.495
2024-10-29,,,,,,,1.82,1.75,1.439
2024-10-30,,,,,,,1.82,1.656,1.394
2024-10-31,,,,,,,1.82,1.656,1.364
2024-11-01,0.2,,124180.26,650904.16,3119587.27,50.8,1.818,1.507,1.36
2024-11-04,,,,,,,1.815,1.496,1.346
2024-11-05,,,,,,,1.811,1.5,1.338
2024-11-06,,,,,,,1.808,1.5,1.33
2024-11-07,,,,,,,1.803,1.555,1.319
2024-11-08,,,,,,,1.799,1.645,1.461
2024-11-11,,,,,,,1.797,1.655,1.443
2024-11-12,,,,,,,1.797,1.687,1.525
2024-11-13,,,,,,,1.797,1.644,1.465
2024-11-14,,,,,,,1.796,1.674,1.456
2024-11-15,,,,,,,1.796,1.685,1.47
2024-11-18,,,,,,,1.794,1.697,1.47
2024-11-19,,,,,,,1.792,1.693,1.48
2024-11-20,,,,,,,1.791,1.684,1.47
2024-11-21,,,,,,,1.792,1.659,1.455
2024-11-22,,,,,,,1.789,1.653,1.456
2024-11-25,,,,,,,1.787,1.727,1.464
2024-11-26,,,,,,,1.785,1.723,1.43
2024-11-27,,,,,,,1.784,1.7,1.385
2024-11-28,,,,,,,1.779,1.726,1.329
2024-11-29,,,,,,,1.772,1.631,1.319
2024-12-01,0.1,1349083.5,128194.16,1113069.0,3135322.3,51.4,,,
2024-12-02,,,,,,,1.754,1.591,1.414
2024-12-03,,,,,,,1.736,1.601,1.337
2024-12-04,,,,,,,1.716,1.588,1.381
2024-12-05,,,,,,,1.711,1.688,1.479
2024-12-06,,,,,,,1.711,1.686,1.478
2024-12-09,,,,,,,1.71,1.736,1.516
2024-12-10,,,,,,,1.711,1.784,1.47
2024-12-11,,,,,,,1.711,1.722,1.528
2024-12-12,,,,,,,1.712,1.635,1.482
2024-12-13,,,,,,,1.71,1.758,1.404
2024-12-16,,,,,,,1.708,1.762,1.421
2024-12-17,,,,,,,1.706,1.787,1.425
2024-12-18,,,,,,,1.704,1.776,1.428
2024-12-19,,,,,,,1.701,1.627,1.424
2024-12-20,,,,,,,1.7,1.62,1.414
2024-12-23,,,,,,,1.699,1.525,1.31
2024-12-24,,,,,,,1.695,1.489,1.321
2024-12-25,,,,,,,1.69,1.516,1.365
2024-12-26,,,,,,,1.689,1.533,1.386
2024-12-27,,,,,,,1.686,1.74,1.388
2024-12-30,,,,,,,1.6846,1.95,1.367
2024-12-31,,,,,,,1.681,1.966,1.454
2025-01-01,0.5,,142254.48,1124457.45,3185247.18,49.1,,,
2025-01-02,,,,,,,1.676,1.643,1.532
2025-01-03,,,,,,,1.67,1.67,1.618
2025-01-06,,,,,,,1.646,1.596,1.454
2025-01-07,,,,,,,1.641,1.541,1.483
2025-01-08,,,,,,,1.636,1.58,1.523
2025-01-09,,,,,,,1.631,1.632,1.547
2025-01-10,,,,,,,1.63,1.692,1.643
2025-01-13,,,,,,,1.649,1.96,1.823
2025-01-14,,,,,,,1.662,2.162,1.965
2025-01-15,,,,,,,1.668,2.117,1.832
2025-01-16,,,,,,,1.681,2.192,1.833
2025-01-17,,,,,,,1.688,2.039,1.848
2025-01-20,,,,,,,1.6925,2.013,1.835
2025-01-21,,,,,,,1.702,1.906,1.779
2025-01-22,,,,,,,1.702,1.813,1.78
2025-01-23,,,,,,,1.704,1.995,1.764
2025-01-24,,,,,,,1.705,2.078,1.77
2025-01-26,,,,,,,1.705,1.864,1.669
2025-01-27,,,,,,,1.706,1.715,1.708
2025-02-01,-0.7,,132756.61,1094370.01,3205173.24,49.9,,,
2025-02-05,,,,,,,1.708,1.844,1.793
2025-02-06,,,,,,,1.708,1.785,1.792
2025-02-07,,,,,,,1.705,1.732,1.816
2025-02-08,,,,,,,1.703,1.634,1.769
2025-02-10,,,,,,,1.7,1.729,1.841
2025-02-11,,,,,,,1.71,1.838,1.919
2025-02-12,,,,,,,1.715,1.845,1.832
2025-02-13,,,,,,,1.719,1.763,1.827
2025-02-14,,,,,,,1.731,1.894,1.889
2025-02-17,,,,,,,1.747,1.999,1.893
2025-02-18,,,,,,,1.766,2.209,1.933
2025-02-19,,,,,,,1.77,1.934,1.915
2025-02-20,,,,,,,1.778,1.992,1.919
2025-02-21,,,,,,,1.787,2.139,1.931
2025-02-24,,,,,,,1.79,1.941,1.866
2025-02-25,,,,,,,1.792,2.128,1.862
2025-02-26,,,,,,,1.812,2.131,1.875
2025-02-27,,,,,,,1.847,2.24,1.867
2025-02-28,,,,,,,1.868,2.093,1.865
2025-03-01,-0.1,318758.0,130691.86,1134863.1,3260554.57,50.0,,,
2025-03-03,,,,,,,1.883,1.812,1.816
2025-03-04,,,,,,,1.892,1.718,1.686
2025-03-05,,,,,,,1.908,1.751,1.755
2025-03-06,,,,,,,1.91,1.748,1.79
2025-03-07,,,,,,,1.916,1.718,1.801
2025-03-10,,,,,,,1.937,1.78,1.819
2025-03-11,,,,,,,1.948,1.786,1.782
2025-03-12,,,,,,,1.954,1.78,1.758
2025-03-13,,,,,,,1.961,1.774,1.771
2025-03-14,,,,,,,1.963,1.742,1.811
2025-03-17,,,,,,,1.965,1.819,1.805
2025-03-18,,,,,,,1.967,1.903,1.785
2025-03-19,,,,,,,1.974,1.856,1.763
2025-03-20,,,,,,,1.971,1.778,1.785
2025-03-21,,,,,,,1.971,1.754,1.76
2025-03-24,,,,,,,1.966,1.745,1.75
2025-03-25,,,,,,,1.955,1.815,1.775
2025-03-26,,,,,,,1.951,1.9,1.785
2025-03-27,,,,,,,1.945,2.004,1.738
2025-03-28,,,,,,,1.939,1.936,1.728
2025-03-31,,,,,,,1.928,2.023,1.739
2025-04-01,-0.1,,131387.01,1091407.33,3251739.32,49.4,1.916,1.807,1.823
2025-04-02,,,,,,,1.905,1.805,1.756
2025-04-03,,,,,,,1.865,1.689,1.617
2025-04-07,,,,,,,1.819,1.694,1.79
2025-04-08,,,,,,,1.811,1.725,1.744
2025-04-09,,,,,,,1.804,1.703,1.741
2025-04-10,,,,,,,1.795,1.681,1.607
2025-04-11,,,,,,,1.787,1.619,1.609
2025-04-14,,,,,,,1.782,1.665,1.644
2025-04-15,,,,,,,1.776,1.695,1.701
2025-04-16,,,,,,,1.772,1.696,1.708
2025-04-17,,,,,,,1.766,1.652,1.634
2025-04-18,,,,,,,1.763,1.654,1.66
2025-04-21,,,,,,,1.758,1.68,1.716
2025-04-22,,,,,,,1.754,1.67,1.709
2025-04-23,,,,,,,1.749,1.644,1.626
2025-04-24,,,,,,,1.747,1.69,1.61
2025-04-25,,,,,,,1.747,1.638,1.567
2025-04-27,,,,,,,1.748,1.641,1.606
2025-04-28,,,,,,,1.747,1.723,1.603
2025-04-29,,,,,,,1.745,1.748,1.541
2025-04-30,,,,,,,1.743,1.762,1.76
2025-05-01,-0.1,,131300.0,1089100.0,3257800.0,50.2,,,
2025-05-06,,,,,,,1.732,1.707,1.702
2025-05-07,,,,,,,1.719,1.661,1.657
2025-05-08,,,,,,,1.702,1.594,1.539
2025-05-09,,,,,,,1.684,1.519,1.497
2025-05-12,,,,,,,1.661,1.496,1.422
2025-05-13,,,,,,,1.647,1.49,1.406
2025-05-14,,,,,,,1.639,1.501,1.405
2025-05-15,,,,,,,1.629,1.497,1.404
2025-05-16,,,,,,,1.625,1.545,1.654
2025-05-19,,,,,,,1.624,1.562,1.537
2025-05-20,,,,,,,1.617,1.556,1.509
2025-05-21,,,,,,,1.615,1.549,1.509
2025-05-22,,,,,,,1.613,1.523,1.465
2025-05-23,,,,,,,1.611,1.552,1.565
2025-05-26,,,,,,,1.612,1.579,1.506
2025-05-27,,,,,,,1.614,1.598,1.452
2025-05-28,,,,,,,1.615,1.578,1.411
2025-05-29,,,,,,,1.621,1.602,1.411
2025-05-30,,,,,,,1.62,1.617,1.471
2025-06-01,0.1,660536.0,131827.18,1139494.08,3302868.17,50.4,,,
2025-06-03,,,,,,,1.62,1.515,1.41
2025-06-04,,,,,,,1.62,1.543,1.408
2025-06-05,,,,,,,1.62,1.534,1.408
2025-06-06,,,,,,,1.619,1.5,1.411
2025-06-09,,,,,,,1.618,1.497,1.378
2025-06-10,,,,,,,1.62,1.496,1.362
2025-06-11,,,,,,,1.62,1.502,1.361
2025-06-12,,,,,,,1.62,1.521,1.367
2025-06-13,,,,,,,1.622,1.508,1.411
2025-06-16,,,,,,,1.621,1.51,1.388
2025-06-17,,,,,,,1.621,1.508,1.369
2025-06-18,,,,,,,1.62,1.505,1.366
2025-06-19,,,,,,,1.621,1.524,1.367
2025-06-20,,,,,,,1.62,1.529,1.368
2025-06-23,,,,,,,1.62,1.497,1.367
2025-06-24,,,,,,,1.62,1.629,1.37
2025-06-25,,,,,,,1.622,1.671,1.371
2025-06-26,,,,,,,1.622,1.67,1.37
2025-06-27,,,,,,,1.62,1.668,1.371
2025-06-30,,,,,,,1.622,1.763,1.422
