date,CPI_YOY,GDP,M0,M1,M2,PMI,SHIBOR_1M,SHIBOR_1W,SHIBOR_ON
2025-07-01,0.0,,132800.0,1110600.0,3299400.0,49.5,1.617,1.53,1.367
2025-07-02,,,,,,,1.6095,1.497,1.365
2025-07-03,,,,,,,1.594,1.456,1.315
2025-07-04,,,,,,,1.581,1.423,1.313
2025-07-07,,,,,,,1.557,1.458,1.312
2025-07-08,,,,,,,1.546,1.455,1.312
2025-07-09,,,,,,,1.539,1.464,1.313
2025-07-10,,,,,,,1.538,1.474,1.316
2025-07-11,,,,,,,1.535,1.475,1.333
2025-07-14,,,,,,,1.538,1.515,1.415
2025-07-15,,,,,,,1.541,1.546,1.535
2025-07-16,,,,,,,1.54,1.504,1.466
2025-07-17,,,,,,,1.539,1.504,1.463
2025-07-18,,,,,,,1.536,1.494,1.462
2025-07-21,,,,,,,1.534,1.477,1.366
2025-07-22,,,,,,,1.529,1.462,1.317
2025-07-23,,,,,,,1.529,1.463,1.367
2025-07-24,,,,,,,1.536,1.545,1.635
2025-07-25,,,,,,,1.545,1.62,1.52
2025-07-28,,,,,,,1.549,1.596,1.467
2025-07-29,,,,,,,1.55,1.545,1.366
2025-07-30,,,,,,,1.55,1.501,1.317
2025-07-31,,,,,,,1.55,1.497,1.392
2025-08-01,-0.4,,133402.29,1112255.7,3319831.44,49.2,1.549,1.446,1.315
2025-08-04,,,,,,,1.547,1.436,1.314
2025-08-05,,,,,,,1.543,1.432,1.315
2025-08-06,,,,,,,1.533,1.442,1.316
2025-08-07,,,,,,,1.529,1.434,1.315
2025-08-08,,,,,,,1.5256,1.4356,1.3144
2025-08-11,,,,,,,1.527,1.432,1.315
2025-08-12,,,,,,,1.527,1.433,1.315
2025-08-13,,,,,,,1.526,1.434,1.315
2025-08-14,,,,,,,1.525,1.426,1.315
2025-08-15,,,,,,,1.526,1.465,1.398
2025-08-18,,,,,,,1.528,1.483,1.436
2025-08-19,,,,,,,1.528,1.517,1.464
2025-08-20,,,,,,,1.532,1.534,1.473
2025-08-21,,,,,,,1.533,1.495,1.466
2025-08-22,,,,,,,1.53,1.463,1.418
2025-08-25,,,,,,,1.53,1.484,1.356
2025-08-26,,,,,,,1.53,1.467,1.317
2025-08-27,,,,,,,1.526,1.491,1.315
2025-08-28,,,,,,,1.529,1.526,1.316
2025-08-29,,,,,,,1.527,1.51,1.331
2025-09-01,-0.3,1015036.0,135813.36,1131455.07,3353771.03,50.6,1.521,1.438,1.315
2025-09-02,,,,,,,1.518,1.431,1.314
2025-09-03,,,,,,,1.517,1.433,1.316
2025-09-04,,,,,,,1.519,1.437,1.316
2025-09-05,,,,,,,1.52,1.427,1.316
2025-09-08,,,,,,,1.52,1.438,1.353
2025-09-09,,,,,,,1.522,1.467,1.419
2025-09-10,,,,,,,1.528,1.449,1.425
2025-09-11,,,,,,,1.53,1.466,1.369
2025-09-12,,,,,,,1.532,1.46,1.367
2025-09-15,,,,,,,1.533,1.47,1.408
2025-09-16,,,,,,,1.535,1.475,1.437
2025-09-17,,,,,,,1.541,1.519,1.483
2025-09-18,,,,,,,1.544,1.528,1.514
2025-09-19,,,,,,,1.547,1.488,1.461
2025-09-22,,,,,,,1.55,1.466,1.427
2025-09-23,,,,,,,1.551,1.462,1.413
2025-09-24,,,,,,,1.556,1.59,1.434
2025-09-25,,,,,,,1.564,1.584,1.472
2025-09-26,,,,,,,1.566,1.501,1.321
2025-09-28,,,,,,,1.57,1.497,1.314
2025-09-29,,,,,,,1.571,1.523,1.315
2025-09-30,,,,,,,1.57,1.405,1.379
2025-10-01,0.2,,135478.14,1119962.73,3351312.31,50.1,,,
2025-10-09,,,,,,,1.567,1.495,1.322
2025-10-10,,,,,,,1.559,1.451,1.319
2025-10-11,,,,,,,1.558,1.403,1.314
2025-10-13,,,,,,,1.557,1.447,1.314
2025-10-14,,,,,,,1.56,1.423,1.315
2025-10-15,,,,,,,1.559,1.414,1.316
2025-10-16,,,,,,,1.559,1.419,1.316
2025-10-17,,,,,,,1.559,1.415,1.318
2025-10-20,,,,,,,1.557,1.418,1.317
2025-10-21,,,,,,,1.557,1.426,1.317
2025-10-22,,,,,,,1.557,1.422,1.318
2025-10-23,,,,,,,1.556,1.417,1.318
2025-10-24,,,,,,,1.557,1.414,1.32
2025-10-27,,,,,,,1.557,1.542,1.442
2025-10-28,,,,,,,1.557,1.53,1.469
2025-10-29,,,,,,,1.556,1.512,1.414
2025-10-30,,,,,,,1.549,1.484,1.317
2025-10-31,,,,,,,1.547,1.439,1.321
2025-11-01,0.7,,137369.38,1128866.64,3369890.52,49.4,,,
2025-11-03,,,,,,,1.546,1.412,1.316
2025-11-04,,,,,,,1.546,1.415,1.315
2025-11-05,,,,,,,1.5415,1.423,1.315
2025-11-06,,,,,,,1.534,1.421,1.313
2025-11-07,,,,,,,1.526,1.422,1.327
2025-11-10,,,,,,,1.525,1.478,1.479
2025-11-11,,,,,,,1.525,1.501,1.508
2025-11-12,,,,,,,1.523,1.474,1.415
2025-11-13,,,,,,,1.518,1.474,1.315
2025-11-14,,,,,,,1.518,1.468,1.363
2025-11-17,,,,,,,1.52,1.514,1.508
2025-11-18,,,,,,,1.52,1.518,1.525
2025-11-19,,,,,,,1.52,1.487,1.42
2025-11-20,,,,,,,1.518,1.46,1.364
2025-11-21,,,,,,,1.519,1.417,1.32
2025-11-24,,,,,,,1.52,1.447,1.316
2025-11-25,,,,,,,1.52,1.433,1.316
2025-11-26,,,,,,,1.519,1.453,1.316
2025-11-27,,,,,,,1.52,1.425,1.314
2025-11-28,,,,,,,1.52,1.437,1.301
2025-12-01,,,,,,,1.519,1.454,1.307
2025-12-02,,,,,,,1.519,1.434,1.302
2025-12-03,,,,,,,1.52,1.426,1.301
2025-12-04,,,,,,,1.52,1.424,1.302
2025-12-05,,,,,,,1.52,1.416,1.301
2025-12-08,,,,,,,1.521,1.426,1.302
2025-12-09,,,,,,,1.523,1.431,1.303
2025-12-10,,,,,,,1.523,1.439,1.298
2025-12-11,,,,,,,1.524,1.432,1.283
2025-12-12,,,,,,,1.525,1.451,1.279
2025-12-15,,,,,,,1.533,1.432,1.274
2025-12-16,,,,,,,1.537,1.429,1.276
2025-12-17,,,,,,,1.541,1.428,1.275
2025-12-18,,,,,,,1.55,1.426,1.273
2025-12-19,,,,,,,1.5544,1.4311,1.2733
2025-12-22,,,,,,,1.559,1.417,1.272
2025-12-23,,,,,,,1.567,1.399,1.272
2025-12-24,,,,,,,1.579,1.385,1.267
2025-12-25,,,,,,,1.584,1.4,1.262
2025-12-26,,,,,,,1.584,1.448,1.258
2025-12-29,,,,,,,1.584,1.558,1.248
