date,close
20160104,5178.6757
20160105,5154.8135
20160106,5284.351
20160107,4816.3763
20160108,4893.7324
20160111,4542.6851
20160112,4558.6352
20160113,4431.9079
20160114,4543.918
20160115,4365.7749
20160118,4411.4448
20160119,4595.9843
20160120,4533.4358
20160121,4320.1688
20160122,4399.3237
20160125,4464.5779
20160126,4134.8472
20160127,4051.8055
20160128,3876.457
20160129,4001.7044
20160201,3926.5319
20160202,4048.7955
20160203,4027.1567
20160204,4131.3787
20160205,4122.2488
20160215,4119.9869
20160216,4296.7843
20160217,4377.3878
20160218,4371.7289
20160219,4384.1157
20160222,4477.4999
20160223,4434.4686
20160224,4503.7811
20160225,4127.3195
20160226,4114.0355
20160229,3837.7812
20160301,3944.8657
20160302,4144.0172
20160303,4154.0032
20160304,4017.0527
20160307,4122.0072
20160308,4125.796
20160309,4051.0114
20160310,3985.0161
20160311,4005.0937
20160314,4133.4119
20160315,4100.6315
20160316,4057.8261
20160317,4194.2943
20160318,4364.173
20160321,4525.1543
20160322,4513.2573
20160323,4581.3481
20160324,4465.6482
20160325,4544.0474
20160328,4475.6175
20160329,4385.7869
20160330,4530.0924
20160331,4529.2625
20160401,4502.5883
20160405,4604.8321
20160406,4613.4472
20160407,4523.9354
20160408,4498.8448
20160411,4605.9451
20160412,4575.8078
20160413,4632.5008
20160414,4677.9691
20160415,4675.8917
20160418,4580.3998
20160419,4612.414
20160420,4401.9721
20160421,4351.3448
20160422,4395.3229
20160425,4395.5009
20160426,4441.6456
20160427,4432.8011
20160428,4423.106
20160429,4417.7202
20160503,4522.6556
20160504,4540.1961
20160505,4556.4007
20160506,4370.1802
20160509,4206.4087
20160510,4193.7172
20160511,4158.3123
20160512,4138.3356
20160513,4123.3025
20160516,4169.6694
20160517,4161.5484
20160518,4046.4582
20160519,4039.4866
20160520,4064.0759
20160523,4122.9438
20160524,4063.7321
20160525,4067.5457
20160526,4067.9056
20160527,4052.8909
20160530,4038.8438
20160531,4228.4104
20160601,4236.8203
20160602,4287.672
20160603,4303.4034
20160606,4311.5087
20160607,4327.3772
20160608,4302.7947
20160613,4082.8518
20160614,4102.9575
20160615,4219.9109
20160616,4176.4627
20160617,4203.7621
20160620,4210.3446
20160621,4206.0099
20160622,4255.2674
20160623,4239.8021
20160624,4208.545
20160627,4291.7762
20160628,4348.1041
20160629,4374.5941
20160630,4343.0206
20160701,4336.3461
20160704,4423.7516
20160705,4448.0456
20160706,4470.1109
20160707,4469.3718
20160708,4453.8118
20160711,4433.7368
20160712,4491.1217
20160713,4515.1686
20160714,4512.6763
20160715,4518.3198
20160718,4460.7151
20160719,4487.2837
20160720,4475.189
20160721,4498.6993
20160722,4441.7595
20160725,4463.6322
20160726,4515.3484
20160727,4335.4631
20160728,4337.2911
20160729,4315.1758
20160801,4221.1135
20160802,4284.1259
20160803,4327.2292
20160804,4336.1234
20160805,4327.258
20160808,4356.0051
20160809,4391.9693
20160810,4386.3354
20160811,4326.6304
20160812,4388.3912
20160815,4506.3824
20160816,4513.8032
20160817,4510.3951
20160818,4505.616
20160819,4489.506
20160822,4434.3417
20160823,4470.8725
20160824,4483.5994
20160825,4471.4038
20160826,4449.8885
20160829,4420.7405
20160830,4420.4716
20160831,4461.8871
20160901,4400.5664
20160902,4392.5951
20160905,4372.8524
20160906,4417.6956
20160907,4390.6367
20160908,4393.1003
20160909,4333.9613
20160912,4195.3286
20160913,4216.6022
20160914,4183.7005
20160919,4240.1081
20160920,4245.8976
20160921,4244.0812
20160922,4257.4253
20160923,4221.1765
20160926,4079.437
20160927,4118.3724
20160928,4103.7299
20160929,4115.8503
20160930,4119.5057
20161010,4190.147
20161011,4229.1364
20161012,4247.3953
20161013,4245.8017
20161014,4247.9537
20161017,4191.6111
20161018,4252.5853
20161019,4251.2809
20161020,4250.4025
20161021,4251.8824
20161024,4332.262
20161025,4340.5222
20161026,4308.6172
20161027,4328.6329
20161028,4328.9978
20161031,4324.5464
20161101,4381.6
20161102,4382.496
20161103,4413.35
20161104,4429.3315
20161107,4418.5321
20161108,4476.4957
20161109,4455.5321
20161110,4580.9718
20161111,4592.3347
20161114,4612.904
20161115,4606.0569
20161116,4581.3251
20161117,4576.5065
20161118,4557.8454
20161121,4584.0167
20161122,4616.7052
20161123,4587.2998
20161124,4567.3939
20161125,4572.503
20161128,4557.338
20161129,4480.873
20161130,4441.6726
20161201,4488.4085
20161202,4405.5609
20161205,4365.327
20161206,4389.1636
20161207,4450.0964
20161208,4445.3394
20161209,4438.6676
20161212,4224.208
20161213,4220.0442
20161214,4205.1445
20161215,4236.1268
20161216,4257.4043
20161219,4227.9928
20161220,4210.416
20161221,4249.6293
20161222,4243.7912
20161223,4158.9468
20161226,4174.5016
20161227,4166.5351
20161228,4130.2589
20161229,4134.157
20161230,4126.2712
20170103,4177.096
20170104,4200.3417
20170105,4181.742
20170106,4115.6969
20170109,4126.4047
20170110,4113.7557
20170111,4052.3662
20170112,4001.6754
20170113,3938.3222
20170116,3848.7722
20170117,3870.4587
20170118,3830.365
20170119,3838.215
20170120,3900.8065
20170123,3926.973
20170124,3893.2492
20170125,3918.4013
20170126,3944.0655
20170203,3920.1289
20170206,3969.0034
20170207,3959.8957
20170208,4011.8016
20170209,4028.3811
20170210,4029.0555
20170213,4101.6411
20170214,4107.3726
20170215,4133.2405
20170216,4191.123
20170217,4138.657
20170220,4226.3086
20170221,4244.3742
20170222,4207.6307
20170223,4209.3762
20170224,4225.1191
20170227,4185.5021
20170228,4260.4653
20170301,4248.7102
20170302,4278.1362
20170303,4231.333
20170306,4274.8119
20170307,4308.4659
20170308,4284.5325
20170309,4251.4935
20170310,4225.263
20170313,4245.8328
20170314,4248.08
20170315,4243.1887
20170316,4355.7609
20170317,4281.2956
20170320,4303.7781
20170321,4305.3327
20170322,4276.9434
20170323,4288.0901
20170324,4300.2799
20170327,4320.8521
20170328,4284.9731
20170329,4181.4737
20170330,4094.5969
20170331,4149.2298
20170405,4183.637
20170406,4191.324
20170407,4178.8698
20170410,4092.495
20170411,4141.4718
20170412,4105.1148
20170413,4109.3469
20170414,4043.2531
20170417,3959.0621
20170418,3909.2363
20170419,3926.39
20170420,3896.9835
20170421,3892.2655
20170424,3844.5718
20170425,3864.8908
20170426,3881.1192
20170427,3895.8799
20170428,3893.511
20170502,3883.6347
20170503,3890.2271
20170504,3868.0182
20170505,3826.2526
20170508,3779.393
20170509,3828.604
20170510,3805.5578
20170511,3782.7147
20170512,3799.4238
20170515,3790.1686
20170516,3825.8789
20170517,3813.2589
20170518,3753.2377
20170519,3739.3484
20170522,3646.882
20170523,3560.2267
20170524,3559.5827
20170525,3626.6504
20170526,3615.3533
20170531,3641.3304
20170601,3594.956
20170602,3643.6974
20170605,3657.3579
20170606,3653.0585
20170607,3719.4286
20170608,3712.2971
20170609,3717.7799
20170612,3661.4444
20170613,3693.152
20170614,3675.8146
20170615,3721.4853
20170616,3698.4062
20170619,3725.1148
20170620,3714.1023
20170621,3721.9797
20170622,3713.3484
20170623,3707.4146
20170626,3737.5277
20170627,3746.1433
20170628,3720.9774
20170629,3733.6851
20170630,3733.8745
20170703,3744.1862
20170704,3713.6868
20170705,3740.0327
20170706,3722.1294
20170707,3744.4864
20170710,3710.0555
20170711,3696.542
20170712,3683.8781
20170713,3696.779
20170714,3685.1998
20170717,3546.7344
20170718,3559.2698
20170719,3626.4019
20170720,3619.3132
20170721,3597.4387
20170724,3628.6685
20170725,3601.2029
20170726,3596.9547
20170727,3633.5131
20170728,3604.7647
20170731,3610.4473
20170801,3632.0807
20170802,3629.5777
20170803,3612.161
20170804,3611.4312
20170807,3627.0082
20170808,3634.3131
20170809,3609.8578
20170810,3611.9627
20170811,3532.8519
20170814,3589.8327
20170815,3594.892
20170816,3614.845
20170817,3635.8557
20170818,3622.2705
20170821,3648.2471
20170822,3642.3837
20170823,3651.5225
20170824,3605.0969
20170825,3667.6208
20170828,3772.0116
20170829,3775.715
20170830,3781.9589
20170831,3814.4905
20170901,3816.0328
20170904,3807.9179
20170905,3808.5865
20170906,3794.6636
20170907,3779.7764
20170908,3777.7736
20170911,3793.5364
20170912,3778.4168
20170913,3782.6222
20170914,3783.7558
20170915,3793.3455
20170918,3822.258
20170919,3811.3837
20170920,3821.7904
20170921,3791.0849
20170922,3757.7244
20170925,3693.9873
20170926,3675.4
20170927,3682.8899
20170928,3678.4327
20170929,3707.6676
20171009,3724.823
20171010,3760.5125
20171011,3761.8587
20171012,3739.0074
20171013,3753.9142
20171016,3689.7094
20171017,3682.4543
20171018,3647.3753
20171019,3600.2549
20171020,3636.5235
20171023,3655.6767
20171024,3642.4862
20171025,3665.6584
20171026,3674.4626
20171027,3665.18
20171030,3578.9137
20171031,3613.3653
20171101,3606.0311
20171102,3583.7762
20171103,3557.4345
20171106,3584.3148
20171107,3617.326
20171108,3643.9878
20171109,3652.1623
20171110,3642.8352
20171113,3655.1724
20171114,3593.2269
20171115,3570.2166
20171116,3509.4824
20171117,3399.1114
20171120,3391.3146
20171121,3427.4879
20171122,3402.7853
20171123,3308.909
20171124,3313.5901
20171127,3285.0738
20171128,3315.4679
20171129,3320.3176
20171130,3310.1869
20171201,3315.551
20171204,3253.4188
20171205,3202.7284
20171206,3229.2189
20171207,3210.9714
20171208,3251.1288
20171211,3284.4474
20171212,3232.271
20171213,3249.3099
20171214,3260.5144
20171215,3255.2225
20171218,3226.9949
20171219,3249.3633
20171220,3214.9509
20171221,3218.1917
20171222,3200.5464
20171225,3159.3739
20171226,3199.2296
20171227,3165.8712
20171228,3189.8734
20171229,3200.6947
20180102,3226.8341
20180103,3257.7715
20180104,3272.1563
20180105,3275.1185
20180108,3291.5201
20180109,3276.7665
20180110,3268.7513
20180111,3277.1977
20180112,3271.03
20180115,3212.0416
20180116,3286.1415
20180117,3326.4135
20180118,3330.443
20180119,3382.6274
20180122,3372.6572
20180123,3399.2619
20180124,3423.2855
20180125,3375.4041
20180126,3378.8668
20180129,3356.0639
20180130,3366.1925
20180131,3309.4271
20180201,3192.8026
20180202,3178.8216
20180205,3197.2843
20180206,3039.1533
20180207,3049.0299
20180208,3059.9768
20180209,2917.6393
20180212,2965.1943
20180213,2975.134
20180214,2966.096
20180222,3024.6978
20180223,3033.6277
20180226,3094.278
20180227,3078.5035
20180228,3054.8921
20180301,3075.6195
20180302,3061.9373
20180305,3072.2837
20180306,3117.1478
20180307,3085.9538
20180308,3107.1843
20180309,3143.4846
20180312,3178.1166
20180313,3150.0723
20180314,3121.7773
20180315,3084.1544
20180316,3081.4249
20180319,3094.7155
20180320,3095.5417
20180321,3104.9006
20180322,3113.2664
20180323,2981.9801
20180326,2990.2156
20180327,3046.7147
20180328,3019.0692
20180329,3048.1364
20180330,3061.7253
20180402,3072.6304
20180403,3043.239
20180404,3034.4351
20180409,3050.5071
20180410,3085.6228
20180411,3105.4272
20180412,3111.3408
20180413,3094.4859
20180416,3051.6635
20180417,3002.5699
20180418,3029.4393
20180419,3033.0124
20180420,2961.6696
20180423,2947.3264
20180424,3019.2438
20180425,3022.3686
20180426,2976.4579
20180427,2993.2809
20180502,3005.5962
20180503,3045.1894
20180504,3038.3523
20180507,3085.4021
20180508,3109.7742
20180509,3098.947
20180510,3113.045
20180511,3080.1574
20180514,3078.4786
20180515,3106.4405
20180516,3104.9878
20180517,3093.9561
20180518,3113.3424
20180521,3142.4398
20180522,3161.4651
20180523,3129.4983
20180524,3125.905
20180525,3123.4447
20180528,3120.7568
20180529,3095.6459
20180530,3002.8598
20180531,3083.262
20180601,3052.1509
20180604,3045.241
20180605,3082.4248
20180606,3087.2943
20180607,3072.6388
20180608,3023.744
20180611,3011.6888
20180612,3036.0964
20180613,2988.0274
20180614,2977.2087
20180615,2930.7609
20180619,2760.6176
20180620,2773.1203
20180621,2703.2424
20180622,2725.2833
20180625,2712.4328
20180626,2723.1076
20180627,2696.3114
20180628,2674.8998
20180629,2736.3487
20180702,2677.5738
20180703,2688.5549
20180704,2623.806
20180705,2586.7817
20180706,2586.6606
20180709,2655.4343
20180710,2667.0512
20180711,2616.6978
20180712,2692.0694
20180713,2687.3095
20180716,2677.1405
20180717,2673.0873
20180718,2651.9496
20180719,2612.6916
20180720,2667.0612
20180723,2676.0622
20180724,2731.8869
20180725,2721.3367
20180726,2701.0412
20180727,2686.8483
20180730,2650.3837
