date,close
20160104,3296.258
20160105,3287.711
20160106,3361.84
20160107,3125.002
20160108,3186.412
20160111,3016.704
20160112,3022.861
20160113,2949.597
20160114,3007.649
20160115,2900.9698
20160118,2913.8367
20160119,3007.7393
20160120,2976.694
20160121,2880.482
20160122,2916.562
20160125,2938.515
20160126,2749.785
20160127,2735.558
20160128,2655.661
20160129,2737.6
20160201,2688.854
20160202,2749.57
20160203,2739.247
20160204,2781.023
20160205,2763.492
20160215,2746.196
20160216,2836.571
20160217,2867.338
20160218,2862.893
20160219,2860.021
20160222,2927.175
20160223,2903.331
20160224,2928.896
20160225,2741.245
20160226,2767.21
20160229,2687.979
20160301,2733.17
20160302,2849.681
20160303,2859.758
20160304,2874.147
20160307,2897.34
20160308,2901.387
20160309,2862.556
20160310,2804.726
20160311,2810.307
20160314,2859.499
20160315,2864.368
20160316,2870.43
20160317,2904.832
20160318,2955.15
20160321,3018.802
20160322,2999.363
20160323,3009.96
20160324,2960.97
20160325,2979.434
20160328,2957.82
20160329,2919.832
20160330,3000.645
20160331,3003.915
20160401,3009.53
20160405,3053.065
20160406,3050.592
20160407,3008.42
20160408,2984.958
20160411,3033.957
20160412,3023.646
20160413,3066.638
20160414,3082.362
20160415,3078.117
20160418,3033.66
20160419,3042.823
20160420,2972.584
20160421,2952.891
20160422,2959.24
20160425,2946.67
20160426,2964.7
20160427,2953.671
20160428,2945.589
20160429,2938.324
20160503,2992.643
20160504,2991.272
20160505,2997.842
20160506,2913.248
20160509,2832.113
20160510,2832.591
20160511,2837.037
20160512,2835.862
20160513,2827.109
20160516,2850.862
20160517,2843.684
20160518,2807.514
20160519,2806.906
20160520,2825.483
20160523,2843.645
20160524,2821.666
20160525,2815.0863
20160526,2822.443
20160527,2821.046
20160530,2822.451
20160531,2916.616
20160601,2913.508
20160602,2925.229
20160603,2938.682
20160606,2934.098
20160607,2936.045
20160608,2927.159
20160613,2833.071
20160614,2842.189
20160615,2887.21
20160616,2872.817
20160617,2885.105
20160620,2888.809
20160621,2878.558
20160622,2905.55
20160623,2891.96
20160624,2854.286
20160627,2895.703
20160628,2912.557
20160629,2931.592
20160630,2929.606
20160701,2932.476
20160704,2988.604
20160705,3006.392
20160706,3017.292
20160707,3016.847
20160708,2988.094
20160711,2994.917
20160712,3049.381
20160713,3060.689
20160714,3054.018
20160715,3054.296
20160718,3043.564
20160719,3036.598
20160720,3027.9
20160721,3039.009
20160722,3012.816
20160725,3015.828
20160726,3050.166
20160727,2991.999
20160728,2994.323
20160729,2979.339
20160801,2953.385
20160802,2971.279
20160803,2978.461
20160804,2982.426
20160805,2976.696
20160808,3004.277
20160809,3025.681
20160810,3018.746
20160811,3002.638
20160812,3050.667
20160815,3125.195
20160816,3110.037
20160817,3109.555
20160818,3104.114
20160819,3108.102
20160822,3084.805
20160823,3089.706
20160824,3085.88
20160825,3068.329
20160826,3070.309
20160829,3070.027
20160830,3074.677
20160831,3085.491
20160901,3063.305
20160902,3067.352
20160905,3072.095
20160906,3090.713
20160907,3091.928
20160908,3095.954
20160909,3078.855
20160912,3021.977
20160913,3023.51
20160914,3002.849
20160919,3026.051
20160920,3023.0
20160921,3025.874
20160922,3042.313
20160923,3033.896
20160926,2980.43
20160927,2998.172
20160928,2987.858
20160929,2998.483
20160930,3004.703
20161010,3048.143
20161011,3065.25
20161012,3058.498
20161013,3061.346
20161014,3063.809
20161017,3041.166
20161018,3083.875
20161019,3084.719
20161020,3084.458
20161021,3090.941
20161024,3128.247
20161025,3131.939
20161026,3116.312
20161027,3112.35
20161028,3104.27
20161031,3100.492
20161101,3122.436
20161102,3102.733
20161103,3128.936
20161104,3125.317
20161107,3133.333
20161108,3147.888
20161109,3128.37
20161110,3171.282
20161111,3196.044
20161114,3210.371
20161115,3206.986
20161116,3205.057
20161117,3208.453
20161118,3192.856
20161121,3218.148
20161122,3248.352
