date,distance,used_time,average_heart_rate,cadence,shoe,type,rq,EMTIR
2025-09-27,13,0:53:15,174,194,adidas adizero adios Pro 4,run,51.3,T
2025-09-28,9.65,1:04:02,119,172,必迈 远征者5.0,run,52.6,E
2025-09-29,11.09,1:06:02,129,182,必迈 远征者5.0,run,50.7,E
2025-10-01,10.88,1:01:47,148,163,乔丹 飞影Plaid 1.5,run,54.9,I
2025-10-02,9.95,0:55:32,134,179,必迈 远征者5.0,run,53.5,E
2025-10-03,10.05,0:46:48,154,187,特步 160X 5.0,run,54.5,M
2025-10-05,22.08,1:46:20,150,188,adidas adizero EVO SL,run,53.1,M
2025-10-07,33.05,2:35:51,150,186,特步 160X 3.0 PRO,run,54.4,E
2025-10-09,10.43,1:02:08,128,174,必迈 惊碳3.0 TURBO,run,49.1,E
2025-10-10,10.35,1:00:21,132,174,New Balance FuelCell Rebel v3,run,50,E
2025-10-11,14.38,1:16:01,143,180,New Balance FuelCell Rebel v3,run,52.1,E
2025-10-12,34.29,2:56:47,142,183,乔丹 飞影Plaid 1.5,run,51.9,E
2025-10-14,0.26,0:01:57,101,164,特步 160X 5.0,run,51.9,E
2025-10-14,9.77,0:54:02,136,178,特步 160X 5.0,run,51.9,E
2025-10-15,10.61,1:02:39,139,159,多威 神行者 2,run,56.9,I
2025-10-16,14.96,1:24:32,130,181,特步 160X 5.0,run,53,E
2025-10-18,2.58,0:13:15,147,181,adidas adizero adios Pro 4,run,51.8,E
2025-10-18,6.86,0:32:13,151,186,adidas adizero adios Pro 4,run,53.4,M
2025-10-19,2.6,0:14:14,137,183,adidas adizero adios Pro 4,run,51.4,E
2025-10-19,10.03,0:43:49,157,191,adidas adizero adios Pro 4,run,53.7,M
2025-10-19,1.5,0:09:03,125,170,adidas adizero adios Pro 4,run,53.7,E
2025-10-21,9.94,0:49:18,147,181,特步 160X 3.0 PRO,run,53.6,T
2025-10-22,9.3,0:51:49,139,182,必迈 远征者5.0,run,49.9,E
2025-10-24,7.31,0:37:27,155,180,adidas adizero EVO SL,run,50.7,M
2025-10-25,1.36,0:07:30,136,174,特步 160X 5.0,run,52.9,E
2025-10-26,42.52,3:35:03,147,187,adidas adizero adios Pro 4,run,50.7,E
2025-11-02,7.24,0:42:38,146,183,必迈 远征者5.0,run,49.1,E
2025-11-03,9.64,0:53:31,147,183,必迈 惊碳3.0 TURBO,run,49.3,M
2025-11-04,7.11,0:41:01,143,179,特步 160X 5.0,run,48.8,E
2025-11-05,9.68,0:53:52,144,184,乔丹 飞影Plaid 1.5,run,48.3,E
2025-11-07,8.75,0:52:07,136,183,New Balance FuelCell Rebel v3,run,48.1,E
2025-11-08,9.17,0:52:41,136,183,必迈 远征者5.0,run,49.2,E
2025-11-09,0.14,0:01:09,117,168,必迈 远征者5.0,run,48.1,E
2025-11-10,10.07,0:54:37,147,183,必迈 远征者5.0,run,48.1,M
2025-11-11,10.06,0:52:38,146,181,乔丹 飞影Plaid 1.5,run,50,M
2025-11-12,9.82,0:53:13,136,185,adidas adizero EVO SL,run,50.7,E
2025-11-14,10.07,0:51:56,150,183,必迈 远征者5.0,run,49.3,M
2025-11-15,10.07,0:54:52,143,183,必迈 惊碳3.0 TURBO,run,50.7,E
2025-11-16,10.05,0:57:45,141,185,New Balance FuelCell Rebel v3,run,48.2,E
2025-11-17,10.11,0:53:25,144,186,必迈 远征者5.0,run,50.2,E
2025-11-19,10.08,0:53:15,151,182,特步 160X 5.0,run,48.1,M
2025-11-20,11.22,0:55:05,154,187,多威 神行者 2,run,49.8,T
2025-11-21,11.28,0:59:31,145,185,特步 160X 3.0 PRO,run,49.1,T
2025-11-23,0.15,0:01:11,103,169,必迈 惊碳3.0 TURBO,run,49.7,E
2025-11-24,14.1,1:15:25,143,172,必迈 惊碳3.0 TURBO,run,49.7,E
2025-11-26,11.43,0:58:47,147,184,adidas adizero adios Pro 4,run,49.8,T
2025-11-27,12.49,1:09:13,135,181,必迈 远征者5.0,run,49.9,E
2025-11-28,15.25,1:14:12,151,188,必迈 惊碳3.0 TURBO,run,50.4,T
2025-11-29,11.28,0:59:36,144,178,特步 160X 3.0 PRO,run,51.4,I
2025-11-30,17.12,1:31:54,137,183,乔丹 飞影Plaid 1.5,run,51.5,E
2025-12-01,7.41,0:45:24,126,180,必迈 远征者5.0,run,49.3,E
2025-12-03,13.28,1:07:40,144,182,特步 160X 5.0,run,51.4,E
2025-12-05,11.19,0:57:34,145,183,多威 神行者 2,run,50.3,T
2025-12-06,17.16,1:19:53,154,187,特步 160X 3.0 PRO,run,52,M
2025-12-07,20.13,1:49:10,133,182,乔丹 飞影Plaid 1.5,run,50.5,E
2025-12-10,11.42,0:54:00,152,184,多威 神行者 2,run,51.5,T
2025-12-12,14.45,1:19:50,138,185,必迈 远征者5.0,run,48.8,E
2025-12-13,16.24,1:34:17,127,181,乔丹 飞影Plaid 1.5,run,50.9,E
2025-12-19,7.19,0:39:09,147,182,必迈 远征者5.0,run,47.9,E
2025-12-21,10.03,0:49:29,150,188,特步 160X 5.0,run,50.7,M
2025-12-23,9.92,0:50:23,151,182,乔丹 飞影Plaid 1.5,run,50.3,M
2025-12-24,9.97,0:55:21,145,184,New Balance FuelCell Rebel v3,run,47.2,E
2025-12-25,10.04,0:51:32,152,183,adidas adizero EVO SL,run,49.4,M
2025-12-26,11.54,1:02:44,143,183,必迈 惊碳3.0 TURBO,run,48.2,E
2025-12-27,10,0:55:04,146,185,必迈 远征者5.0,run,47.7,E
