date,CPI_YOY,M0,M1,M2
2021-12-01,1.5,90825.15,647443.35,2382899.56
2022-01-01,0.9,106188.87,613859.35,2431022.72
2022-02-01,0.9,97227.7,621612.11,2441488.9
2022-03-01,1.5,95141.92,645063.8,2497688.34
2022-04-01,2.1,95626.49,636139.01,2499710.9
2022-05-01,2.1,95546.86,645107.52,2527026.15
2022-06-01,2.5,96011.17,674374.81,2581451.2
2022-07-01,2.7,96509.19,661832.33,2578078.57
2022-08-01,2.5,97231.03,664604.85,2595068.27
2022-09-01,2.8,98672.06,664535.17,2626600.92
2022-10-01,2.1,98416.71,662140.99,2612914.57
2022-11-01,1.6,99740.12,667042.61,2647008.48
2022-12-01,1.8,104706.03,671674.76,2664320.84
2023-01-01,2.1,114601.3,655214.16,2738072.06
2023-02-01,1.0,107602.58,657938.74,2755249.23
2023-03-01,0.7,105591.3,678059.63,2814566.31
2023-04-01,0.1,105904.46,669761.55,2808469.34
2023-05-01,0.2,104756.71,675252.98,2820504.68
2023-06-01,0.0,105419.2,695595.48,2873023.83
2023-07-01,-0.3,106129.68,677218.92,2854031.56
2023-08-01,0.1,106515.36,679588.35,2869343.25
2023-09-01,0.0,109253.22,678443.65,2896659.11
2023-10-01,-0.2,108565.35,674696.07,2882276.07
2023-11-01,-0.5,110225.18,675903.41,2912014.22
2023-12-01,-0.3,113444.64,680542.52,2922713.33
2024-01-01,-0.8,121398.54,694197.88,2976250.2
2024-02-01,0.7,121009.93,665916.09,2995572.97
2024-03-01,0.1,117210.5,685808.9,3047952.16
2024-04-01,0.3,117300.0,660100.0,3011900.0
2024-05-01,0.3,117062.72,646842.47,3018506.73
2024-06-01,0.2,117736.77,660610.52,3050161.54
2024-07-01,0.5,118840.46,632296.54,3033060.78
2024-08-01,0.6,119500.0,630200.0,3050500.0
2024-09-01,0.4,121830.0,628236.54,3094798.24
2024-10-01,0.3,122447.04,633357.47,3097092.01
2024-11-01,0.2,124180.26,650904.16,3119587.27
2024-12-01,0.1,128194.16,1113069.0,3135322.3
2025-01-01,0.5,142254.48,1124457.45,3185247.18
2025-02-01,-0.7,132756.61,1094370.01,3205173.24
2025-03-01,-0.1,130691.86,1134863.1,3260554.57
2025-04-01,-0.1,131387.01,1091407.33,3251739.32
2025-05-01,-0.1,131300.0,1089100.0,3257800.0
2025-06-01,0.1,131827.18,1139494.08,3302868.17
2025-07-01,0.0,132800.0,1110600.0,3299400.0
2025-08-01,-0.4,133402.29,1112255.7,3319831.44
2025-09-01,-0.3,135813.36,1131455.07,3353771.03
2025-10-01,0.2,135478.14,1119962.73,3351312.31
2025-11-01,0.7,137369.38,1128866.64,3369890.52
