date,M0,M1
2025-08-13,133402.29,1112255.7
2025-08-14,133402.29,1112255.7
2025-08-15,133402.29,1112255.7
2025-08-18,133402.29,1112255.7
2025-08-19,133402.29,1112255.7
2025-08-20,133402.29,1112255.7
2025-08-21,133402.29,1112255.7
2025-08-22,133402.29,1112255.7
2025-08-25,133402.29,1112255.7
2025-08-26,133402.29,1112255.7
2025-08-27,133402.29,1112255.7
2025-08-28,133402.29,1112255.7
2025-08-29,133402.29,1112255.7
2025-09-01,135813.36,1131455.07
2025-09-02,135813.36,1131455.07
2025-09-03,135813.36,1131455.07
2025-09-04,135813.36,1131455.07
2025-09-05,135813.36,1131455.07
2025-09-08,135813.36,1131455.07
2025-09-09,135813.36,1131455.07
2025-09-10,135813.36,1131455.07
2025-09-11,135813.36,1131455.07
2025-09-12,135813.36,1131455.07
2025-09-15,135813.36,1131455.07
2025-09-16,135813.36,1131455.07
2025-09-17,135813.36,1131455.07
2025-09-18,135813.36,1131455.07
2025-09-19,135813.36,1131455.07
2025-09-22,135813.36,1131455.07
2025-09-23,135813.36,1131455.07
2025-09-24,135813.36,1131455.07
2025-09-25,135813.36,1131455.07
2025-09-26,135813.36,1131455.07
2025-09-28,135813.36,1131455.07
2025-09-29,135813.36,1131455.07
2025-09-30,135813.36,1131455.07
2025-10-01,135478.14,1119962.73
2025-10-09,135478.14,1119962.73
2025-10-10,135478.14,1119962.73
2025-10-11,135478.14,1119962.73
2025-10-13,135478.14,1119962.73
2025-10-14,135478.14,1119962.73
2025-10-15,135478.14,1119962.73
2025-10-16,135478.14,1119962.73
2025-10-17,135478.14,1119962.73
2025-10-20,135478.14,1119962.73
2025-10-21,135478.14,1119962.73
2025-10-22,135478.14,1119962.73
2025-10-23,135478.14,1119962.73
2025-10-24,135478.14,1119962.73
2025-10-27,135478.14,1119962.73
2025-10-28,135478.14,1119962.73
2025-10-29,135478.14,1119962.73
2025-10-30,135478.14,1119962.73
2025-10-31,135478.14,1119962.73
2025-11-01,137369.38,1128866.64
2025-11-03,137369.38,1128866.64
2025-11-04,137369.38,1128866.64
2025-11-05,137369.38,1128866.64
2025-11-06,137369.38,1128866.64
2025-11-07,137369.38,1128866.64
2025-11-10,137369.38,1128866.64
2025-11-11,137369.38,1128866.64
2025-11-12,137369.38,1128866.64
2025-11-13,137369.38,1128866.64
2025-11-14,137369.38,1128866.64
2025-11-17,137369.38,1128866.64
2025-11-18,137369.38,1128866.64
2025-11-19,137369.38,1128866.64
2025-11-20,137369.38,1128866.64
2025-11-21,137369.38,1128866.64
2025-11-24,137369.38,1128866.64
2025-11-25,137369.38,1128866.64
2025-11-26,137369.38,1128866.64
2025-11-27,137369.38,1128866.64
2025-11-28,137369.38,1128866.64
2025-12-01,137369.38,1128866.64
2025-12-02,137369.38,1128866.64
2025-12-03,137369.38,1128866.64
2025-12-04,137369.38,1128866.64
2025-12-05,137369.38,1128866.64
2025-12-08,137369.38,1128866.64
2025-12-09,137369.38,1128866.64
2025-12-10,137369.38,1128866.64
2025-12-11,137369.38,1128866.64
2025-12-12,137369.38,1128866.64
2025-12-15,137369.38,1128866.64
2025-12-16,137369.38,1128866.64
2025-12-17,137369.38,1128866.64
2025-12-18,137369.38,1128866.64
2025-12-19,137369.38,1128866.64
2025-12-22,137369.38,1128866.64
2025-12-23,137369.38,1128866.64
2025-12-24,137369.38,1128866.64
2025-12-25,137369.38,1128866.64
2025-12-26,137369.38,1128866.64
2025-12-29,137369.38,1128866.64
